index,reference,zero_shot_translation,improved_agent_translation,single_translation,bleu_zero_shot,bleu_single_agent,bleu_improved,meteor_zero_shot,meteor_single_agent,meteor_improved,bleurt_zero_shot,bleurt_single_agent,bleurt_improved,comet_zero_shot,comet_single_agent,comet_improved
128,"Eine Fußgängerin ist nach einer Kollision mit einem Auto in Fife gestorben. Die 38-Jährige wurde nach dem Unfall auf der Broad Street in Cowdenbeath am Freitag gegen 13: 30 Uhr mit dem Krankenwagen in das Victoria Hospital in Kirkcaldy gebracht. Ein 24-Jähriger wurde anschließend in Verbindung mit dem Unfall verhaftet. Die Polizei fordert Zeugen oder Autofahrer mit Dashcams, die den Unfall gefilmt haben, auf, sich zu melden. Sergeant Lee Walkingshaw sagte: „Unsere Ermittlungen laufen und wir bitten alle Personen, die in der Nähe des Unfallorts waren und den Unfall gesehen haben und Autofahrer mit Dashcamvideos, die bei den Ermittlungen helfen könnten, sich bei uns zu melden. Jeder, der Helfen kann, ruft bitte die Polizei in Schottland unter 101 an, unter Angabe der Fall-Nummer 1638, sowie dem Unfalldatum, Freitag, 10. Februar 2023.“","In Fife ist eine Fußgängerin nach einer Kollision mit einem Auto gestorben. Die 38-jährige Frau wurde nach dem Unfall auf der Broad Street in Cowdenbeath am Freitag gegen 13:30 Uhr ins Victoria Hospital in Kirkcaldy gebracht. Ein 24-jähriger Mann wurde in Verbindung mit dem Unfall festgenommen. Die Polizei bittet Zeugen oder Personen mit Dashcam-Aufnahmen, sich zu melden. Sergeant Lee Walkingshaw sagte: ""Unsere Ermittlungen sind noch im Gange und wir bitten jeden, der sich in der Gegend aufgehalten und den Unfall beobachtet hat, sich zu melden."" Ich appelliere auch an jeden, der in der Gegend gefahren ist und möglicherweise Dashcam-Aufnahmen hat, die unsere Ermittlungen unterstützen könnten, sich mit uns in Verbindung zu setzen. ""Wer helfen kann, wird gebeten, Police Scotland unter der Rufnummer 101 anzurufen und die Vorgangsnummer 1638 vom Freitag, dem 10. Februar 2023, anzugeben.""","In Fife ist eine Fußgängerin nach einer Kollision mit einem Auto gestorben. Die 38-jährige Frau wurde nach dem Unfall auf der Broad Street in Cowdenbeath am Freitag gegen 13:30 Uhr in das Victoria Hospital in Kirkcaldy gebracht. Die Polizei hat einen 24-jährigen Mann im Zusammenhang mit dem Unfall festgenommen. Die Polizei bittet Zeugen oder Personen mit Dashcam-Aufnahmen, sich zu melden. Sergeant Lee Walkingshaw sagte: ""Unsere Ermittlungen sind noch im Gange und wir bitten jeden, der sich in der Gegend aufgehalten und den Unfall beobachtet hat, sich zu melden."" Ich appelliere auch an jeden, der in der Gegend gefahren ist und möglicherweise Dashcam-Aufnahmen hat, die unsere Ermittlungen unterstützen könnten, sich mit uns in Verbindung zu setzen. ""Hinweise nimmt die schottische Polizei unter der Rufnummer 101 entgegen. Bitte geben Sie dabei die Vorgangsnummer 1638 vom 10. Februar 2023 an.""","In Fife ist eine Fußgängerin nach einer Kollision mit einem Auto ums Leben gekommen. Die 38-jährige Frau wurde nach dem Unfall in der Broad Street in Cowdenbeath am Freitag gegen 13:30 Uhr in das Victoria Hospital in Kirkcaldy gebracht. Ein 24-jähriger Mann wurde im Zusammenhang mit dem Unfall verhaftet. Die Polizei bittet Zeugen des Vorfalls oder Personen, die über Dashcam-Aufnahmen verfügen, sich zu melden. Sergeant Lee Walkingshaw sagte: ""Unsere Ermittlungen sind noch im Gange, und wir bitten jeden, der sich in der Gegend aufgehalten und den Unfall beobachtet hat, sich mit uns in Verbindung zu setzen."" Ich appelliere auch an alle, die in der Gegend unterwegs waren und möglicherweise Dashcam-Aufnahmen besitzen, die unsere Ermittlungen unterstützen könnten, sich bei uns zu melden. ""Hinweise werden unter der Telefonnummer 101 von Police Scotland entgegengenommen, wobei die Vorgangsnummer 1638 vom Freitag, den 10. Februar 2023, anzugeben ist.""",0.3121,0.3007,0.3346,0.5294,0.5341,0.5918,0.7191,0.7002,0.7146,0.8531,0.8535,0.8573
132,"Alna, im Nordosten der Stadt, war der Stadtteil mit den meisten ausländischen Einwohnern. Im Jahr 2022 waren dort 18.257 ausländische Einwohner gemeldet. Das trendige Grünerløkka, das relativ zentral gelegen ist, hatte mit 17.631 Personen die zweithöchste Zahl ausländischer Einwohner. Auch Alt-Oslo hatte mit 17.631 Personen, die von einem anderen Land zugezogen waren, eine hohe Zuwanderung.","Alna, im Nordosten der Stadt gelegen, war der Stadtteil mit den meisten ausländischen Einwohnern. Im Jahr 2022 waren dort 18.257 ausländische Einwohner gemeldet. Danach folgte das trendige Grünerløkka, das recht zentral liegt, mit der zweithöchsten Anzahl ausländischer Einwohner, nämlich 17.631. Auch Gamle Oslo hatte eine bedeutende Zuwandererpopulation mit 17.631 Personen, die nach einem Umzug aus einem anderen Land dort lebten.","Alna, im Nordosten der Stadt gelegen, war der Stadtteil mit den meisten ausländischen Einwohnern. Im Jahr 2022 waren dort 18.257 ausländische Einwohner gemeldet. Danach folgte das trendige Grünerløkka, das recht zentral liegt, mit der zweithöchsten Anzahl ausländischer Einwohner, nämlich 17.631. Auch Gamle Oslo hatte eine bedeutende Zuwandererpopulation mit 17.631 Zuwanderern.","Alna, im Nordosten der Stadt, war der Stadtteil mit den meisten ausländischen Einwohnern. Dort waren im Jahr 2022 18.257 ausländische Einwohner gemeldet. Danach folgte das recht zentral gelegene, trendige Grünerløkka mit der zweithöchsten Anzahl ausländischer Einwohner, nämlich 17.631. Auch Gamle Oslo hatte eine bedeutende Zuwandererpopulation mit 17.631 Personen, die nach einem Umzug aus einem anderen Land dort lebten.",0.4781,0.4513,0.4054,0.6591,0.587,0.6238,0.8069,0.8033,0.8121,0.8791,0.8727,0.8748
133,"Zahlen von der norwegischen Statistikbehörde zeigten, dass Ausländer über alle Bezirke der Stadt verteilt sind, in Søndre Nordstrand, dem südlichsten Osloer Stadtteil, waren über 14.000 Einwanderer gemeldet. Viele Einwanderer lebten auch in begehrten Stadtteilen, Frogner stand unter den Stadtteilen mit den meisten Ausländern an fünfter Stelle. Stovner, Bjerke, Grorud, Østensjø und Sagene waren die restlichen der zehn Osloer Stadtteile mit den meisten Einwohnern aus einem anderen Land.","Die Zahlen von Statistics Norway zeigten, dass Ausländer über alle Stadtteile verstreut waren, da Søndre Nordstrand, der südlichste Stadtteil Oslos, über 14.000 registrierte Einwanderer zählte. Viele Einwanderer lebten auch in begehrten Gegenden, da Frogner der Stadtteil mit den fünftmeisten Ausländern war. Danach vervollständigten Stovner, Bjerke, Grorud, Østensjø und Sagene die restlichen zehn Stadtteile in Oslo mit den meisten Einwohnern aus einem anderen Land.","Laut den Zahlen von Statistics Norway waren Ausländer über alle Stadtteile verteilt; Søndre Nordstrand, der südlichste Stadtteil Oslos, verzeichnete über 14.000 registrierte Einwanderer. Auch in begehrten Gegenden lebten viele Einwanderer, so war Frogner der Stadtteil mit den fünftmeisten Ausländern. Danach komplettierten Stovner, Bjerke, Grorud, Østensjø und Sagene die Liste der zehn Stadtteile Oslos mit den meisten ausländischen Einwohnern.","Die Zahlen von Statistics Norway zeigten, dass sich Ausländer auf alle Stadtteile verteilten, wobei Søndre Nordstrand, der südlichste Bezirk Oslos, über 14.000 registrierte Einwanderer aufwies. Viele Einwanderer lebten auch in begehrten Gegenden, denn Frogner war der Bezirk mit den fünftmeisten Ausländern. Danach komplettierten Stovner, Bjerke, Grorud, Østensjø und Sagene die restlichen der zehn Bezirke Oslos mit den meisten Einwohnern aus einem anderen Land.",0.396,0.1975,0.3747,0.6178,0.4762,0.6097,0.7329,0.7684,0.764,0.8598,0.8585,0.8618
135,"Alt-Oslo und Alna waren neben Stovner, Grünerløkka und Søndre Nordstrand die beiden Stadtteile, in denen die meisten Einwanderer aus Afrika wohnten. Einwanderer aus Nordamerika waren relativ gleichmäßig über Frogner, Grünerløkka, Alt-Oslo, Vestre Aker und Nordre Aker verteilt. Bürger aus Süd- und Mittelamerika waren am häufigsten in Frogner, Grünerløkka, Alt-Oslo, St.Hanshaugen und Sagene anzufinden. Europäer von außerhalb der EU, des EWR und des Vereinigten Königreichs wohnten eher in den Stadtteilen in der Nähe der Innenstadt, und zwar in Ullern, Vestre Aker, Nordre Aker und Stovner. Und abschließend, von den mehreren hundert Staatsangehörigen aus Ozeanien waren Frogner, Grünerløkka und Alt-Oslo die Stadtteile mit der höchsten Bevölkerung dieser Staatsangehörigen.","Gamle Oslo und Alna waren die beiden Stadtteile, in denen die größte Anzahl von Einwanderern aus Afrika lebte, zusammen mit Stovner, Grünerløkka und Søndre Norstrand. Diejenigen aus Nordamerika waren relativ gleichmäßig über Frogner, Grünerløkka, Gamle Oslo, Vestre Aker und Nordre Aker verteilt. Bürger aus Süd- und Mittelamerika waren am häufigsten in Frogner, Grünerløkka, Gamle Oslo, St.Hanshaugen und Sagene anzutreffen. Europäer von außerhalb der EU, des EWR und des Vereinigten Königreichs lebten tendenziell in den zentralsten Stadtteilen, Ullern, Vestre Aker, Nordre Aker und Stovner. Und schließlich waren von den mehreren hundert Staatsangehörigen aus Ozeanien Frogner, Grünerløkka und Gamle Oslo die Stadtteile mit den höchsten Bevölkerungszahlen dieser Staatsangehörigen.","Gamle Oslo und Alna waren, zusammen mit Stovner, Grünerløkka und Søndre Norstrand, die beiden Stadtteile, in denen die größte Anzahl von Einwanderern aus Afrika lebte. Diejenigen aus Nordamerika waren relativ gleichmäßig über Frogner, Grünerløkka, Gamle Oslo, Vestre Aker und Nordre Aker verteilt. Bürger aus Süd- und Mittelamerika waren am häufigsten in Frogner, Grünerløkka, Gamle Oslo, St. Hanshaugen und Sagene anzutreffen. Europäer von außerhalb der EU, des EWR und des Vereinigten Königreichs lebten tendenziell in den zentralsten Stadtteilen, Ullern, Vestre Aker, Nordre Aker und Stovner. Und schließlich waren von den mehreren hundert Staatsangehörigen aus Ozeanien Frogner, Grünerløkka und Gamle Oslo die Stadtteile mit den höchsten Bevölkerungszahlen dieser Staatsangehörigen.","Gamle Oslo und Alna waren neben Stovner, Grünerløkka und Søndre Norstrand die beiden Stadtteile, in denen die meisten Einwanderer aus Afrika lebten. Personen aus Nordamerika waren relativ gleichmäßig über Frogner, Grünerløkka, Gamle Oslo, Vestre Aker und Nordre Aker verteilt. Bürger aus Süd- und Mittelamerika waren am häufigsten in Frogner, Grünerløkka, Gamle Oslo, St. Hanshaugen und Sagene anzutreffen. Europäer außerhalb der EU, des EWR und des Vereinigten Königreichs lebten tendenziell in den zentralsten Stadtteilen Ullern, Vestre Aker, Nordre Aker und Stovner. Und schließlich waren Frogner, Grünerløkka und Gamle Oslo von den mehreren hundert Staatsangehörigen aus Ozeanien die Stadtteile mit den höchsten Bevölkerungszahlen dieser Staatsangehörigen.",0.6,0.5782,0.622,0.7306,0.7122,0.7532,0.7582,0.7685,0.7442,0.8733,0.874,0.8671
139,"Die gehackte Version von Jedi Knight stürzte ab, weil sie eine Funktion am Ende einer Tabelle mit virtuellen Methoden aufrief.","Die verstümmelte Version von Jedi Knight stürzte ab, weil sie eine Funktion außerhalb des Endes einer vtable aufrief.","Die fehlerhafte Version von Jedi Knight stürzte ab, weil sie eine Funktion am Ende einer Vtable aufrief.","Die verstümmelte Version von Jedi Knight stürzte ab, weil sie eine Funktion am Ende einer V-Tabelle aufrief.",0.5116,0.651,0.651,0.6988,0.7584,0.7584,0.4061,0.6083,0.6618,0.7677,0.7245,0.7618
150,"Und dann haben wir einfach … unsere Sachen bezahlt. Und sagten „Danke“. Und ich sagte, dass ihre Fingernägel cool aussähen. Das Lächeln der Erleichterung in ihrem Gesicht war ein schönes Gefühl, aber dass sie zuerst Angst hatte, IST SCHEIßE UND ICH HASSE DAS.","Und dann haben wir einfach... unsere Sachen bezahlt. Und danke gesagt. Und ich habe gesagt, ihre Nägel sehen cool aus. Das erleichterte Lächeln auf ihrem Gesicht war ein tolles Gefühl, aber die Tatsache, dass sie zuerst Angst hatte, IST SCHEIẞE UND ICH HASSE ES.","Und dann haben wir einfach unsere Sachen bezahlt und danke gesagt. Und ich habe gesagt, ihre Nägel sehen cool aus. Das erleichterte Lächeln auf ihrem Gesicht war ein tolles Gefühl, aber die Tatsache, dass sie zuerst Angst hatte, ist total beschissen und das hasse ich.","Und dann haben wir einfach... unsere Sachen bezahlt und uns bedankt. Und ich sagte, ihre Nägel sähen cool aus. Das erleichterte Lächeln in ihrem Gesicht war ein tolles Gefühl, aber die Tatsache, dass sie zuerst Angst hatte, IST VERDAMMT SCHEIẞE UND ICH HASSE ES.",0.371,0.2879,0.3983,0.6832,0.6076,0.6984,0.696,0.7185,0.5828,0.8102,0.8253,0.7978
157,"Ich hatte das Glück, 2011 sechs unvergessliche Monate an der Seite von Nicholas zu verbringen und eine Reihe von Projekten zu unterstützen. Als wir uns am Wochenende trafen, war ich hocherfreut vom Fortschritt zu erfahren, insbesondere beim Pflanzen von Bäumen und der Unterstützung der Landwirtschaft. Tausende Bäume wurden gepflanzt und die Bauern haben durch eine Reihe von Maßnahmen – von der Unterstützung beim Kauf von Geräten bis hin zu Schulungen – ihre Ernten steigern können.","Ich hatte das Glück, im Jahr 2011 unvergessliche sechs Monate mit Nicholas zu verbringen und eine Reihe von Projekten zu unterstützen. Als wir uns am Wochenende trafen, freute es mich sehr, von den Fortschritten zu hören, besonders bei der Baumpflanzung und der Unterstützung der Landwirtschaft. Tausende von Bäumen wurden angepflanzt und die Landwirte haben durch eine Reihe von Maßnahmen, von der Unterstützung beim Kauf von Ausrüstung bis hin zu Schulungen, höhere Ernteerträge erzielt.","Ich hatte das Glück, im Jahr 2011, unvergessliche sechs Monate mit Nicholas zu verbringen und eine Reihe von Projekten zu unterstützen. Als wir uns am Wochenende trafen, freute es mich sehr, von den Fortschritten zu hören, besonders bei der Baumpflanzung und der Unterstützung der Landwirtschaft. Tausende Bäume wurden angepflanzt, und die Landwirte haben durch verschiedene Maßnahmen, von der Unterstützung beim Kauf von Ausrüstung bis hin zu Schulungen, höhere Ernteerträge erzielt.","Ich hatte das Glück, im Jahr 2011 unvergessliche sechs Monate an der Seite von Nicholas zu verbringen und eine Reihe von Projekten zu unterstützen. Als wir uns am Wochenende austauschten, freute ich mich sehr, von den Fortschritten zu hören, besonders bei der Baumpflanzung und der Unterstützung der Landwirtschaft. Tausende Bäume sind angewachsen, und die Landwirte haben dank verschiedener Maßnahmen, von der Unterstützung beim Kauf von Ausrüstung bis hin zu Schulungen, höhere Ernteerträge erzielt.",0.4889,0.4662,0.4752,0.6782,0.6159,0.6328,0.8122,0.8127,0.8203,0.8803,0.8816,0.8819
158,"Nicholas arbeitet mit Bauern zusammen, um die Verwendung von Pestiziden zu reduzieren und dabei Möglichkeiten zu finden, die Probleme zu bewältigen, die durch den Klimawandel und Plagen wie den Herbst-Heerwurm verursacht werden, der ganze Maisernten vernichten kann.","Nicholas arbeitet mit Landwirten zusammen, um den Einsatz von Pestiziden zu reduzieren und gleichzeitig Wege zu finden, die Probleme anzugehen, die durch den Klimawandel und Schädlinge wie den Afrikanischen Baumwollwurm verursacht werden, der Maisernten vernichten kann.","Nicholas arbeitet mit Landwirten zusammen, um den Einsatz von Pestiziden zu reduzieren und gleichzeitig Wege zu finden, die Probleme anzugehen, die durch den Klimawandel und Schädlinge wie den Heerwurm verursacht werden, der Maisernten vernichten kann.","Nicholas arbeitet mit Landwirten zusammen, um den Einsatz von Pestiziden zu reduzieren und gleichzeitig Wege zu finden, die Probleme anzugehen, die durch den Klimawandel und Schädlinge wie den Herbst-Heerwurm verursacht werden, der Maisernten vernichten kann.",0.4507,0.4508,0.5198,0.707,0.7089,0.7435,0.7714,0.7875,0.8085,0.8934,0.8912,0.9002
160,"Die UPS-Filiale in meiner Nähe wird es nicht zulassen, dass ich das Etikett per Hand schreibe oder auf den Karton schreibe. Das Etikett muss gedruckt werden.","Die UPS-Filiale in meiner Nähe erlaubt mir nicht, ein Etikett zu schreiben oder auf den Karton zu schreiben. Sie müssen das Etikett drucken.","Der UPS Store in meiner Nähe erlaubt mir nicht, ein Etikett zu schreiben oder auf den Karton zu schreiben. Sie müssen das Etikett drucken lassen.","Die UPS-Filiale in meiner Nähe erlaubt es mir nicht, ein Etikett zu beschriften oder auf den Karton zu schreiben. Sie müssen das Etikett drucken.",0.241,0.1452,0.245,0.4583,0.3737,0.4895,0.7166,0.6609,0.7275,0.832,0.8162,0.8749
161,"Sie lassen nicht zu, dass ich ihnen die Adresse nenne, an die es gesendet wird, und wer es versendet.","Sie erlauben mir nicht, ihnen die Adresse zu nennen, wohin es geht und wer es versendet.","Sie erlauben mir nicht, ihnen die Adresse zu nennen, wohin es geht, und wer es verschickt.","Sie erlauben mir nicht, ihnen die Zieladresse und den Absender mitzuteilen.",0.2362,0.1774,0.0208,0.41,0.3376,0.1099,0.7913,0.7921,0.8329,0.8638,0.8545,0.7461
162,"Ich muss eine E-Mail mit unformatierten Daten an irgendeine Adresse schicken, damit der Sachbearbeiter die E-Mail lesen kann und sie in das System eingeben kann, um ein Etikett zu drucken.","Ich muss eine E-Mail an eine zufällige Adresse mit unformatierten Daten senden, damit der Sachbearbeiter die E-Mail lesen und sie in sein System eingeben kann, um ein Etikett zu drucken.","Ich muss eine E-mail mit unformatierten Daten an eine beliebige Adresse senden, sodass die zuständige Person die E-mail lesen und in das System eingeben kann, um ein Etikett zu drucken.","Ich muss eine E-Mail mit unformatierten Daten an eine zufällige Adresse senden, damit der Sachbearbeiter die E-Mail lesen und in sein System eingeben kann, um ein Etikett zu drucken.",0.6034,0.4748,0.6615,0.8487,0.7559,0.8224,0.7733,0.7837,0.7737,0.8857,0.8528,0.8809
164,"Der nächste Morgen und ich komme nicht über Chris Lichts beschämende Vortäuschung von Journalismus im öffentlichen Dienst auf CNN gestern Nacht hinweg. Es war eine Schande, wie ein symbolisches, antidemokratisches Lügen- und Kummerfest am 6. Januar von den amerikanischen Medien selbstzerstörerisch ausgerichtet wurde. WAS FÜR EIN BESCHÄMENDES PUBLIKUM. Licht STIMMTE einem rein republikanischen Publikum ZU! Darüber muss berichtet werden. Die quotenorientierte, wahnhafte Verantwortungslosigkeit dahinter. Das gibt's nur einmal.","Am nächsten Morgen und ich kann Chris Lichts beschämende Vortäuschung von öffentlich-rechtlichem Journalismus gestern Abend auf CNN nicht vergessen. Es war ein Skandal, wie ein symbolischer, antidemokratischer ""Festivus"" der Lügen und Kränkungen des 6. Januar, selbstzerstörerisch moderiert von amerikanischen Medien. DIE SCHÄNDLICHE ZUSCHAUERSCHAFT. Licht STIMMTE einem ausschließlich republikanischen Publikum zu! Wer hat die Personen geprüft und ausgewählt? Da gibt es eine Geschichte zu berichten. Die Einschaltquoten – das war eine größenwahnsinnige Unverantwortlichkeit. Das darf sich nicht wiederholen.","Am nächsten Morgen kann ich Chris Lichts beschämende Zurschaustellung von vermeintlich öffentlich-rechtlichem Journalismus gestern Abend auf CNN immer noch nicht vergessen. Es war ein Skandal, wie ein symbolischer, antidemokratischer ""Festivus"" (ein Fest, das für seinen Ausdruck von Frustration und Beschwerden bekannt ist) der Lügen und Kränkungen des 6. Januar, selbstzerstörerisch moderiert von amerikanischen Medien. DIE SCHÄNDLICHE ZUSCHAUERSCHAFT! Wer hat die Personen geprüft und ausgewählt, die Licht für dieses ausschließlich republikanische Publikum akzeptiert hat? Da gibt es eine Geschichte zu berichten. Die Einschaltquoten – welch größenwahnsinnige Unverantwortlichkeit! Das darf sich nicht wiederholen.","Am nächsten Morgen kann ich Chris Lichts beschämende Vortäuschung von öffentlich-rechtlichem Journalismus gestern Abend auf CNN nicht vergessen. Es war ein Skandal, wie ein symbolischer, antidemokratischer ""Festivus"" der Lügen und Kränkungen des 6. Januar, selbstzerstörerisch moderiert von amerikanischen Medien. DIE SCHÄNDLICHE ZUSCHAUERSCHAFT. Licht STIMMTE einem ausschließlich republikanischen Publikum zu! Wer hat die Personen geprüft und ausgewählt? Da gibt es eine Geschichte zu berichten. Die Einschaltquoten – auf der Suche nach Größenwahn und Verantwortungslosigkeit. Das darf sich nicht wiederholen.",0.1404,0.0338,0.1305,0.4154,0.2785,0.3908,0.4624,0.4225,0.4475,0.7467,0.741,0.7569
