index,rater,source,target,category,severity
796,56529284,7，实际上，我非常在意商家做出的承诺。,"7.In fact, I care a lot about the promises made by businessmen",Fluency/Punctuation,Minor
796,56529284,7，实际上，我非常在意商家做出的承诺。,"7.In fact, I care a lot about the promises made by businessmen",Style/Unnatural or awkward,Minor
797,56529284,8，所以，我打了低分。,"So, I scored low.",Accuracy/Omission,Minor
798,53300799,金线会掉色,The yellow lines turn.,Accuracy/Mistranslation,Major
798,53300799,金线会掉色,The yellow lines turn.,Accuracy/Mistranslation,Major
798,53300799,金线会掉色,The yellow lines turn.,Terminology/Inappropriate for context,Minor
799,53300799,效果还是有的，但感觉是否明显，就看个人咯，或是心理作用。,"The effect is there, but whether the feeling is obvious depends on personal preference, or the psychological effect.",Style/Unnatural or awkward,Minor
799,53300799,效果还是有的，但感觉是否明显，就看个人咯，或是心理作用。,"The effect is there, but whether the feeling is obvious depends on personal preference, or the psychological effect.",Style/Unnatural or awkward,Minor
799,53300799,效果还是有的，但感觉是否明显，就看个人咯，或是心理作用。,"The effect is there, but whether the feeling is obvious depends on personal preference, or the psychological effect.",Style/Unnatural or awkward,Minor
800,53300799,有一点不太好的，就是金色的线，本来设计出来是觉得好看，但实际上，这个金线会掉色，往车上一放，如果拿动几次，手上，和车上，会有一些金粉。,"There's something that is not very good, which is the gold wire, which was designed to look nice, but actually, this gold wire will fade and go to the car, if you move it a few times, on your hands, and on the car, there will be some gold powder.",Fluency/Grammar,Minor
800,53300799,有一点不太好的，就是金色的线，本来设计出来是觉得好看，但实际上，这个金线会掉色，往车上一放，如果拿动几次，手上，和车上，会有一些金粉。,"There's something that is not very good, which is the gold wire, which was designed to look nice, but actually, this gold wire will fade and go to the car, if you move it a few times, on your hands, and on the car, there will be some gold powder.",Style/Bad sentence structure,Minor
800,53300799,有一点不太好的，就是金色的线，本来设计出来是觉得好看，但实际上，这个金线会掉色，往车上一放，如果拿动几次，手上，和车上，会有一些金粉。,"There's something that is not very good, which is the gold wire, which was designed to look nice, but actually, this gold wire will fade and go to the car, if you move it a few times, on your hands, and on the car, there will be some gold powder.",Style/Unnatural or awkward,Minor
800,53300799,有一点不太好的，就是金色的线，本来设计出来是觉得好看，但实际上，这个金线会掉色，往车上一放，如果拿动几次，手上，和车上，会有一些金粉。,"There's something that is not very good, which is the gold wire, which was designed to look nice, but actually, this gold wire will fade and go to the car, if you move it a few times, on your hands, and on the car, there will be some gold powder.",Terminology/Inappropriate for context,Minor
800,53300799,有一点不太好的，就是金色的线，本来设计出来是觉得好看，但实际上，这个金线会掉色，往车上一放，如果拿动几次，手上，和车上，会有一些金粉。,"There's something that is not very good, which is the gold wire, which was designed to look nice, but actually, this gold wire will fade and go to the car, if you move it a few times, on your hands, and on the car, there will be some gold powder.",Terminology/Inappropriate for context,Minor
800,53300799,有一点不太好的，就是金色的线，本来设计出来是觉得好看，但实际上，这个金线会掉色，往车上一放，如果拿动几次，手上，和车上，会有一些金粉。,"There's something that is not very good, which is the gold wire, which was designed to look nice, but actually, this gold wire will fade and go to the car, if you move it a few times, on your hands, and on the car, there will be some gold powder.",Terminology/Inappropriate for context,Minor
801,53300799,希望产品可以改进。,Hopefully the product can be improved.,No-error,No-error
802,53300799,这种方形的，也没啥装饰效果，就不要搞金线上去，掉下来在车上弄脏车还麻烦。,"This is a square, with no decorative effects, so don't mess up the gold line, fall off and get in the car and mess the car up.",Style/Unnatural or awkward,Minor
802,53300799,这种方形的，也没啥装饰效果，就不要搞金线上去，掉下来在车上弄脏车还麻烦。,"This is a square, with no decorative effects, so don't mess up the gold line, fall off and get in the car and mess the car up.",Terminology/Inappropriate for context,Minor
803,53300797,东西完好，速度可以，分2个包裹还不同包装,"Things are ready, it's going fast, it's packed in two different packages.",Accuracy/Mistranslation,Major
803,53300797,东西完好，速度可以，分2个包裹还不同包装,"Things are ready, it's going fast, it's packed in two different packages.",Accuracy/Mistranslation,Major
803,53300797,东西完好，速度可以，分2个包裹还不同包装,"Things are ready, it's going fast, it's packed in two different packages.",Fluency/Punctuation,Minor
803,53300797,东西完好，速度可以，分2个包裹还不同包装,"Things are ready, it's going fast, it's packed in two different packages.",Fluency/Punctuation,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Accuracy/Mistranslation,Major
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Accuracy/Mistranslation,Major
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Accuracy/Mistranslation,Major
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Accuracy/Mistranslation,Major
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Accuracy/Source language fragment,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Accuracy/Source language fragment,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Accuracy/Source language fragment,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Fluency/Punctuation,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Fluency/Punctuation,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Fluency/Punctuation,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Fluency/Punctuation,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Fluency/Punctuation,Minor
804,53300797,8天的速度蛮快的，但就是2件分了2个包裹，包装还不一样，明显一个防震太多了，厚纸板贴着，封了层塑料，外包装也方便拆，一个就国内的快递盒似的，放了几个缓冲气囊就算事了，感觉有点敷衍。,"8 days speed is pretty fast, but 2 pieces divided into 2 packages, packaging is not the same, obviously one is too seismically, thick cardboard is attached, covered with layers of plastic, the outer packaging is easy to remove, one is similar to the domestic express box, put several buffers airbags, the sense of a bit of overlap.",Style/Unnatural or awkward,Minor
805,56089077,雅兰床垫真心不错,The Yalan Mattress is genuine.,Style/Unnatural or awkward,Minor
806,56089077,34CM的床垫不是一般的厚，不要床直接睡床垫都可以了。,"34 cm mattress is not as thick as usual, but the beds can be used directly.",Accuracy/Mistranslation,Major
806,56089077,34CM的床垫不是一般的厚，不要床直接睡床垫都可以了。,"34 cm mattress is not as thick as usual, but the beds can be used directly.",Accuracy/Mistranslation,Major
807,56089077,质量很好，不管是正面还是背面，都挺软的，睡眠很舒服，躺在上面很快就睡着了。,"The quality is good, both the front and back are soft, the sleep is very comfortable, and you'll fall asleep very quickly lying on it.",Style/Unnatural or awkward,Major
807,56089077,质量很好，不管是正面还是背面，都挺软的，睡眠很舒服，躺在上面很快就睡着了。,"The quality is good, both the front and back are soft, the sleep is very comfortable, and you'll fall asleep very quickly lying on it.",Style/Bad sentence structure,Minor
808,56089077,床垫收到后因为快递暴力运输有两处有些污渍，雅兰客服很负责，很有效率的联系解决了问题。,"The bedding had a bit of a dirt on it after the delivery because of the messenger's forceful delivery, and the customer service was very responsible and efficient to sort out the issue.",Style/Unnatural or awkward,Major
808,56089077,床垫收到后因为快递暴力运输有两处有些污渍，雅兰客服很负责，很有效率的联系解决了问题。,"The bedding had a bit of a dirt on it after the delivery because of the messenger's forceful delivery, and the customer service was very responsible and efficient to sort out the issue.",Style/Unnatural or awkward,Minor
809,56225225,并不是自营商品，亚马逊无耻了,"It's not a self-made product, Amazon is shameless.",Accuracy/Mistranslation,Major
809,56225225,并不是自营商品，亚马逊无耻了,"It's not a self-made product, Amazon is shameless.",Accuracy/Mistranslation,Minor
809,56225225,并不是自营商品，亚马逊无耻了,"It's not a self-made product, Amazon is shameless.",Fluency/Punctuation,Minor
810,56225225,页面明确标注自营，实际上由供应商配送，售后由供应商负责，出问题自行联系供货商。,"The page is clearly indicated as self-serve, the actual delivery is by the supplier, and after the sale is the responsibility of the supplier, if there is a problem, contact the supplier yourself ̳",Accuracy/Mistranslation,Major
810,56225225,页面明确标注自营，实际上由供应商配送，售后由供应商负责，出问题自行联系供货商。,"The page is clearly indicated as self-serve, the actual delivery is by the supplier, and after the sale is the responsibility of the supplier, if there is a problem, contact the supplier yourself ̳",Accuracy/Mistranslation,Minor
810,56225225,页面明确标注自营，实际上由供应商配送，售后由供应商负责，出问题自行联系供货商。,"The page is clearly indicated as self-serve, the actual delivery is by the supplier, and after the sale is the responsibility of the supplier, if there is a problem, contact the supplier yourself ̳",Accuracy/Mistranslation,Minor
810,56225225,页面明确标注自营，实际上由供应商配送，售后由供应商负责，出问题自行联系供货商。,"The page is clearly indicated as self-serve, the actual delivery is by the supplier, and after the sale is the responsibility of the supplier, if there is a problem, contact the supplier yourself ̳",Accuracy/Mistranslation,Minor
810,56225225,页面明确标注自营，实际上由供应商配送，售后由供应商负责，出问题自行联系供货商。,"The page is clearly indicated as self-serve, the actual delivery is by the supplier, and after the sale is the responsibility of the supplier, if there is a problem, contact the supplier yourself ̳",Fluency/Grammar,Minor
810,56225225,页面明确标注自营，实际上由供应商配送，售后由供应商负责，出问题自行联系供货商。,"The page is clearly indicated as self-serve, the actual delivery is by the supplier, and after the sale is the responsibility of the supplier, if there is a problem, contact the supplier yourself ̳ ",Fluency/Punctuation,Minor
810,56225225,页面明确标注自营，实际上由供应商配送，售后由供应商负责，出问题自行联系供货商。,"The page is clearly indicated as self-serve, the actual delivery is by the supplier, and after the sale is the responsibility of the supplier, if there is a problem, contact the supplier yourself ̳",Style/Unnatural or awkward,Minor
810,56225225,页面明确标注自营，实际上由供应商配送，售后由供应商负责，出问题自行联系供货商。,"The page is clearly indicated as self-serve, the actual delivery is by the supplier, and after the sale is the responsibility of the supplier, if there is a problem, contact the supplier yourself ̳",Style/Unnatural or awkward,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Accuracy/Mistranslation,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Fluency/Grammar,Minor
811,56225225,想取消订单，对不起，订单信息已传递给供应商，不能取消；想退换货，在亚马逊成功申请了退换货，对不起，没有人理你，需要自行联系供货商退货。,"You want to cancel your order, sorry, the order information has been passed on to the supplier and cannot be cancelled; want to return the goods, successfully requested the return of the goods on Amazon, sorry, no one has paid attention to you, need to contact the supplier for the return yourself.",Fluency/Grammar,Minor
812,56225225,这尼玛哪门子自营商品。,This is a niche product.,Accuracy/Mistranslation,Major
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Major
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Major
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Major
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Major
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Major
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Minor
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Minor
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Minor
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Minor
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Minor
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Minor
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Accuracy/Mistranslation,Minor
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Fluency/Grammar,Minor
813,56225225,商品不是亚马逊配送，售后亚马逊不承担，客服竟然说“我帮你联系供应商”，还声称就是自营，太无耻了，赤裸裸的不要脸，赤裸裸的对消费者进行欺诈！,"The goods are not distributed by Amazon, after sales Amazon is not responsible, customer service says, ""Please help me to contact the supplier, please call us"", and claims that they are self-employed, that's too shameless, naked do not show your face, naked to scam consumers!",Fluency/Grammar,Minor
814,56225222,郁闷的体验,The experience was debilitating.,Accuracy/Mistranslation,Major
815,56225222,之前在别家网购的滤芯，过滤效果不错，28天结束之后再用多一两天也一样没有水垢。,"The filter works well, after 28 days, one or two days later the water is still free of scale.",Accuracy/Omission,Major
815,56225222,之前在别家网购的滤芯，过滤效果不错，28天结束之后再用多一两天也一样没有水垢。,"The filter works well, after 28 days, one or two days later the water is still free of scale.",Fluency/Punctuation,Minor
815,56225222,之前在别家网购的滤芯，过滤效果不错，28天结束之后再用多一两天也一样没有水垢。,"The filter works well, after 28 days, one or two days later the water is still free of scale.",Style/Bad sentence structure,Minor
816,56225222,由于一直以来在亚马逊购置的东西品质都可以，这次就想着在这边买，第一次在亚马逊买滤芯，感觉不太好，不但早早就开始有水垢，而且滤芯一直用到第28天，都会有悬浮的小黑碳粉，真不知道是继续用下去，还是直接扔了好，非常郁闷~,"Since it's always been the quality of what can be purchased on Amazon, this time I wanted to buy here, for the first time in Amazon to buy a filter, it doesn't feel very good, not only the early start to water scale, and the filter has been used until the 28th day, will be floating a small black carbon powder, don't really know whether to continue to use, or to throw out the direct good, very depressed~",Fluency/Grammar,Minor
816,56225222,由于一直以来在亚马逊购置的东西品质都可以，这次就想着在这边买，第一次在亚马逊买滤芯，感觉不太好，不但早早就开始有水垢，而且滤芯一直用到第28天，都会有悬浮的小黑碳粉，真不知道是继续用下去，还是直接扔了好，非常郁闷~,"Since it's always been the quality of what can be purchased on Amazon, this time I wanted to buy here, for the first time in Amazon to buy a filter, it doesn't feel very good, not only the early start to water scale, and the filter has been used until the 28th day, will be floating a small black carbon powder, don't really know whether to continue to use, or to throw out the direct good, very depressed~",Style/Unnatural or awkward,Minor
817,57056787,没有想象的那么好,It was not as good as I thought.,Accuracy/Addition,Minor
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Accuracy/Mistranslation,Major
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Accuracy/Mistranslation,Major
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Accuracy/Mistranslation,Major
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Accuracy/Mistranslation,Minor
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Accuracy/Mistranslation,Minor
