index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
391,"These new components, in addition to all other primary components of the device, are represented in figure 1. If one of the new components is mentioned in the manual, you'll see this symbol. 2. Device inspection","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""These new components, as well as all other main assemblies of this device, are shown in Figure 1. If any of these new parts are mentioned in the manual, you will find this symbol. 2. Device inspection""","These new components, as well as all other main assemblies of this device, are shown in Figure 1. If any of these new parts are mentioned in the manual, you will find this symbol. 2. Device Inspection","These new components, along with all the other main assemblies of this device, are shown in Figure 1. If any of these new parts are mentioned in the manual, you will see this sign. 2. Device inspection",0.2557,0.3458,0.3265,0.6734,0.6328,0.5988,0.705,0.7183,0.7469,0.7568,0.8313,0.8438
396,"Please take time to check whether your system meets the requirements listed on the package. With the help of the DirectX diagnostic program, you can get an overview of your system if you are not sure whether your PC meets the requirements. Please do the following to bring up the DirectX diagnostic program: Click on the ""Start"" button and choose the ""Execute"" option. Enter ""dxdiag"" into the text field. The user interface of the DirectX diagnostic program will now be shown. Here you have access to all relevant system details, including information about the graphics and sound card. You can also check whether the graphics and sound are working correctly by clicking on the appropriate buttons to test DirectDraw, Direct3D, and DirectSound. Note: If you do not have advanced computer skills, we would advise you against changing any of the options in the DirectX diagnostic program. Before starting the game","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Please take the time to check if your system meets the requirements listed on the package. You can use the DirectX Diagnostic Tool to get an overview of your system if you are unsure whether your PC meets the requirements. Please follow these steps to access the DirectX Diagnostic Tool: Click on the 'Start' button and select the 'Run' option. Enter 'dxdiag' in the text field. The DirectX Diagnostic Tool interface will now be displayed. Here you have access to all relevant system details, including information about the graphics and sound card. Among other things, you can check if graphics and sound are functioning correctly by clicking the corresponding buttons to test DirectDraw, Direct3D, and DirectSound. Note: If you do not have advanced computer knowledge, we advise against changing any options in the DirectX Diagnostic Tool. Before starting the game...""","Please take the time to check if your system meets the requirements listed on the package. You can use the DirectX Diagnostic Tool to get an overview of your system if you are unsure whether your PC meets the requirements. Please follow these steps to access the DirectX Diagnostic Tool: Click on the 'Start' button and select the 'Run' option. Enter 'dxdiag' in the text field. The DirectX Diagnostic Tool interface will now be displayed. Here you have access to all relevant system details, including information about the graphics and sound card. Among other things, you can check if graphics and sound are functioning correctly by clicking the corresponding buttons to test DirectDraw, Direct3D, and DirectSound. Note: If you do not have advanced computer knowledge, we advise against changing any options in the DirectX Diagnostic Tool. Before starting the game, please ensure that your system meets all necessary requirements.","Please take a moment to verify if your system meets the package requirements. You can use the DirectX Diagnostic Tool to get an overview of your system if you are unsure if your PC meets the requirements. Please follow these steps to access the DirectX Diagnostic Tool: Click on the 'Start' button and select the 'Run' option. Enter 'dxdiag' in the text field. The DirectX Diagnostic Tool interface will now be displayed. Here, you can access all relevant system details, including information about the graphics and sound card. You can also check if graphics and sound are functioning correctly by clicking the corresponding buttons to test DirectDraw, Direct3D, and DirectSound. Note: If you do not have advanced computer knowledge, we advise against changing any options in the DirectX Diagnostic Tool. Before starting the game...",0.4831,0.5038,0.4408,0.7315,0.6924,0.6796,0.7402,0.772,0.7664,0.8555,0.8726,0.8711
397,"It is possible that other programs are using the system resources that the game requires to run correctly. It is not obvious that all of these programs are active, and many start automatically when the system is booted. Such programs that are always active on your system are also called ""background applications."" In some cases, they may be the cause of your program hanging or crashing. Therefore, we recommend that you end such background applications before you start the game. - If antivirus or crash guard programs are running on your system, you should close or disable them before starting the game. To do so, look for the program's icon in the Windows taskbar. Right-click on the icon and choose the appropriate option (""disable,"" ""close,"" or something similar). - As soon as you have disabled the antivirus and crash guard program, you should also end all background applications because they can also sometimes lead to problems if you are installing or running a PC game. You can read more about it in the ""How you can end all unnecessary background applications"" section. Cleaning the system","The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""It can happen that other programs take up the system resources that the game needs to run smoothly. Not all of these programs are obviously active, and many start automatically when the system boots up. Such programs, which are constantly active on your system, are also called 'background applications.' In some cases, they can be the reason your program hangs or crashes. Therefore, we recommend that you close such background applications before starting the game. - If antivirus or crash guard programs are running on your system, you should close or disable them before starting the game. To do this, find the program's icon in the Windows taskbar. Right-click the icon and select the appropriate option ('Disable,' 'Close,' or similar). - Once you have disabled the antivirus and crash guard programs, you should also end general background applications, as they can sometimes cause problems when installing or running a PC game. You can read more about this in the section 'How to end all unnecessary background applications.' Clean up the system.""","It can happen that other programs take up the system resources that the game needs to run smoothly. Not all of these programs are obviously active, and many start automatically when the system boots up. Such programs, which are constantly active on your system, are also called ""background applications."" In some cases, they can be the reason your program hangs or crashes. Therefore, we recommend that you close such background applications before starting the game. If antivirus or crash guard programs are running on your system, you should close or disable them before starting the game. To do this, find the program's icon in the Windows taskbar. Right-click the icon and select the appropriate option (""Disable,"" ""Close,"" or similar). Once you have disabled the antivirus and crash guard programs, you should also end general background applications, as they can sometimes cause problems when installing or running a PC game. You can read more about this in the section ""How to end all unnecessary background applications."" Clean up the system.","Other programs may sometimes use the system resources that the game needs to run smoothly. Not all of these programs are visibly active, and many start automatically when the system boots up. These programs, constantly running on your system, are known as 'background applications.' In some cases, they can be the reason your program hangs or crashes. Therefore, we recommend that you close such background applications before starting the game. - If you have antivirus or crash guard programs running on your system, you should close or disable them before starting the game. To do this, find the program's icon in the Windows taskbar. Right-click the icon and select the appropriate option ('Disable,' 'Close,' or similar). - Once you have disabled the antivirus and crash guard programs, you should also end general background applications, as they can sometimes cause issues during the installation or execution of a PC game. You can read more about this in the section 'How to end all unnecessary background applications.' System cleanup.",0.4843,0.5269,0.4403,0.6961,0.7125,0.6793,0.7275,0.7386,0.6998,0.8708,0.8872,0.8876
406,"1. Hold down the CTRL and ALT keys on your keyboard and then press DEL. Windows Task Manager will now be shown. 2. To close a background application, switch to the ""Applications"" tab, click on the appropriate entry in the task list and then on the ""End Task"" button. Before you call the hotline","The text you provided is in German, not Hebrew. Here is the translation to English:

1. Hold down the CTRL and ALT keys on your keyboard and then press DEL. The Windows Task Manager will now appear. 2. To end a background application, switch to the ""Applications"" tab, click on the corresponding entry in the task list, and then click the ""End Task"" button. Before calling the hotline...","1. Hold down the CTRL and ALT keys on your keyboard, then press DEL. The Windows Task Manager will now appear. 2. To end a background application, switch to the ""Applications"" tab, click on the corresponding entry in the task list, and then click the ""End Task"" button. Before you call the hotline, make sure you have tried these steps.","1. Hold down the CTRL and ALT keys on your keyboard and then press DEL. The Windows Task Manager will appear. 2. To end a background application, switch to the ""Anwendungen"" tab, click on the corresponding entry in the task list, and then click the ""Task beenden"" button. Before calling the hotline...",0.5571,0.6321,0.6081,0.8691,0.8173,0.7787,0.7043,0.7835,0.6811,0.8323,0.8879,0.8509
415,"The information and illustrations found in this SERVICE MANUAL were correct at the time of printing. CHANGES MAY BE MADE BASED ON TECHNOLOGICAL ADVANCEMENTS, BUT THERE IS NO REQUIREMENT FOR RETROFITTING! When setting up, please note","The text you provided is in German, not Hebrew. Here is the translation to English:

""The information and illustrations contained in this SERVICE MANUAL correspond to the state at the time of printing. CHANGES IN THE INTEREST OF TECHNICAL ADVANCEMENT RESERVED, BUT NO RETROFIT OBLIGATION! Please take note during setup.""","The information and illustrations contained in this SERVICE MANUAL reflect the status at the time of printing. CHANGES IN THE INTEREST OF TECHNICAL ADVANCEMENT ARE RESERVED, BUT THERE IS NO OBLIGATION TO RETROFIT! Please take note during installation.","The information and illustrations contained in this service manual correspond to the state at the time of printing. Changes reserved in the interest of technical advancement, but no retrofit obligation! Please note this during installation.",0.1917,0.3349,0.1962,0.422,0.5113,0.407,0.6174,0.6867,0.6801,0.76,0.854,0.7129
416,Shipping damage,"The term ""Transportschäden"" is actually German, not Hebrew. In English, it translates to ""transport damage"" or ""transportation damage.""",Transport damage,Transport damage,0.0067,0.1495,0.1495,0.0,0.9375,0.9375,0.3724,0.9437,0.9437,0.4901,0.8882,0.8882
417,"If external shipping damage is observed, it must immediately be reported, recorded on the shipping documents, and confirmed by the deliverer (shipper, Federal Railway, etc.). The manufacturer is not responsible for shipping damage! Voltage","It seems there is a mix of German and a single Hebrew word in your text. The German text translates to:

""Insofar as external transport damages are recognizable, they must be immediately reported, recorded on a transport document, and confirmed by the deliverer (carrier, federal railway, etc.). The manufacturer is not liable for transport damages! Mains voltage""

The Hebrew word ""Netzspannung"" is actually German and means ""mains voltage"" in English. If you have any other text or need further assistance, feel free to ask!","Insofar as external transport damages are recognizable, they must be immediately reported, recorded on a transport document, and confirmed by the deliverer (carrier, federal railway, etc.). The manufacturer is not liable for transport damages! Mains voltage","""Insofar as external transport damages are recognizable, they must be immediately reported, recorded on a transport document, and confirmed by the deliverer (carrier, federal railway, etc.). The manufacturer is not liable for transport damages.""",0.1529,0.354,0.3507,0.5871,0.7076,0.6873,0.5608,0.6011,0.7013,0.6283,0.8174,0.8306
418,"The device is configured for the voltage indicated on the label. For other voltages, the device transformer and monitor transformer must be converted. In accordance with VDE regulations, the device includes a protective ground terminal and is only meant for dry rooms. For the coin mechanism to function properly, the device must be set up levelly and vertically. SERVICE TIPS","The device is set for the mains voltage specified on the nameplate. For other mains voltages, the device transformer and the monitor transformer must be switched. According to VDE regulations, the device is equipped with a protective conductor connection and is intended only for dry rooms. Proper operation of the coin system requires the device to be installed level and plumb. SERVICE TIPS","The device is set for the mains voltage specified on the nameplate. For other mains voltages, the device transformer and the monitor transformer must be switched. According to VDE regulations, the device is equipped with a protective conductor connection and is intended only for dry rooms. Proper operation of the coin system requires the device to be installed level and plumb. SERVICE TIPS","The device is set for the mains voltage specified on the nameplate. For other mains voltages, the device transformer and the monitor transformer must be switched. According to VDE regulations (a German standard for electrical safety), the device is equipped with a protective conductor connection and is intended only for dry rooms. Proper operation of the coin mechanism requires the device to be installed level and upright. SERVICE TIPS",0.2797,0.2797,0.2268,0.5795,0.5795,0.5835,0.6488,0.6488,0.6552,0.8131,0.8131,0.8386
420,"Unplug before repairing! When monitoring and testing: Do not touch conductive parts! Even if the device is turned off, the monitor can still conduct a dangerous voltage. CAUTION, HIGH VOLTAGE! The positive terminals of the cathode-ray tubes are about 20,000 volts. Only replace fuses with ones with the same rating! A burned fuse indicates that a component was overloaded. If a fuse is replaced with one with a higher rating, it can cause serious damage. Only replace components with original replacement parts. Never remove printed circuit boards/connections while the device is powered on. SERVICE MANUAL QIX","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Disconnect the power plug before repair! During monitoring and testing: Do not touch live parts! Even when the device is turned off, the monitor can still carry dangerous voltage. WARNING, HIGH VOLTAGE! Approximately 20,000 volts are present at the anode connection of the picture tube. Replace fuses only with those of the same ratings! A blown fuse indicates an overload of a component. Replacing the fuse with one of a higher rating can cause serious damage. Replace components only with original spare parts. Never remove printed circuits/connections while the device is turned on. SERVICE MANUAL QIX""","Unplug the power cord before repair! During monitoring and testing: Do not touch live parts! Even when the device is turned off, the monitor can still carry dangerous voltage. WARNING, HIGH VOLTAGE! Approximately 20,000 volts are present at the anode connection of the cathode ray tube. Replace fuses only with those of the same ratings! A blown fuse indicates an overload of a component. Replacing the fuse with one of a higher rating can cause serious damage. Replace components only with original spare parts. Never remove printed circuits/connections while the device is turned on. SERVICE MANUAL QIX","Disconnect the power plug before repair! During monitoring and trials: Avoid touching live parts! Even when the device is off, it can still carry dangerous voltage. WARNING, HIGH VOLTAGE! The anode connection of the cathode ray tube carries approximately 20,000 volts. Only replace fuses with ones of the same rating! A blown fuse signals a component overload. Replacing the fuse with one of a higher rating can cause serious damage. Replace components only with original spare parts. Do not remove printed circuits/connections while the device is on. SERVICE MANUAL QIX",0.2924,0.3441,0.3031,0.601,0.623,0.6158,0.6315,0.6903,0.6325,0.8228,0.8517,0.8485
423,"The QIX game can test itself; it makes data available and demonstrates that circuits and control systems are operating correctly. For additional information, see ""Service Program."" The volume can be adjusted with the volume control (VOLUME) on the data/sound PC board.","The QIX game is capable of self-testing, providing data and demonstrating that circuits and controls are working flawlessly. For more information, see ""Service Program."" The volume can be adjusted using the volume control (VOLUME) on the Data/Sound PC board.","The QIX game is capable of self-testing, making data available and demonstrating that circuits and controls are working flawlessly; for more information, see ""Service Program."" The volume can be adjusted using the volume control (VOLUME) on the Data/Sound PC board.","The QIX game is capable of self-testing, offering data and demonstrating that circuits and controls function flawlessly. For more information, see ""Service Program."" The volume can be adjusted using the volume control (VOLUME) on the Data/Sound PC board.",0.4716,0.4819,0.468,0.7533,0.7798,0.7094,0.7985,0.8067,0.7942,0.8704,0.8688,0.8701
429,"Function: Revert to factory settings (until text is green), advance 1 step (when text glows green) programming and test switch: Down","The text you provided is not in Hebrew; it appears to be in German. Here is the translation from German to English:

""Function: Reset to factory setting (until the lettering is green), increment by 1 step (when the lettering lights up green) Programming and test switch: Down""","Function: Reset to factory settings (until the text is green), increment by 1 step (when the text lights up green) Programming and test switch: Down.","""Function: Reset to factory setting (until the lettering turns green), increase by one step (when the lettering turns green) Programming and test switch: Down position""",0.1676,0.4229,0.2127,0.6238,0.7769,0.6466,0.6335,0.7443,0.7458,0.7245,0.8575,0.845
430,Function: Go back 1 step,"The text appears to be a mix of German and Hebrew. The German part ""Funktion: Ruckzählung um 1 Schritt"" translates to English as ""Function: Countdown by 1 step."" If there is Hebrew text that was not included in your message, please provide it for translation.",Function: Count back by 1 step,Function: Count down by one step.,0.0099,0.1045,0.065,0.0556,0.6189,0.1961,0.3971,0.5572,0.6175,0.4537,0.8072,0.7204
437,"""Difficulty"": Difficulty level of gameplay","It seems like you've provided a German phrase instead of Hebrew. The translation from German to English is:

""Difficulty"": Level of difficulty of the gameplay","""Difficulty"": Difficulty level of the gameplay",Gameplay difficulty level,0.0339,0.7506,0.0215,0.3571,0.949,0.5324,0.6398,0.9009,0.6605,0.6,0.9622,0.7332
440,"at ""1"" tabletop device","The text ""bei '1' Tischgerät"" is actually in German, not Hebrew. In English, it translates to ""at '1' table device.""","at ""1"" tabletop device",at '1' tabletop device,0.0087,1.0,0.1027,0.0,0.9922,0.6389,0.4705,1.0203,0.831,0.445,0.9798,0.942
456,Fast delivery and good manufacturing,"""Fast delivery and good workmanship""",Fast delivery and good workmanship,"""Fast delivery and high-quality workmanship""",0.4111,0.6687,0.1635,0.5889,0.7938,0.375,0.8346,0.8483,0.8139,0.8913,0.9202,0.8745
460,"Unfortunately, too big for under 1 year","The text you provided is actually in German, not Hebrew. It translates to English as: ""Unfortunately too big for under 1 year.""","Unfortunately, too large for under 1 year.","Unfortunately, it's too big for children under 1 year old.",0.1768,0.4317,0.1469,0.5859,0.6914,0.9212,0.6337,0.7521,0.8046,0.5886,0.9483,0.8661
463,"Here, I have allowed myself to be dazzled by the sometimes-exaggerated reviews. I would like to say in advance, that I already use 2 Lowepro backpacks. One is very large (to store equipment), and a fairly small one for the most important everyday items that you usually take with you. Because I just bought the Sigma 70-200 2.8, the smaller Lowepro is now too small, and I needed a replacement. On Prime Day, I got this backpack for a really affordable price (about 29 euros) and I was actually very happy with this purchase, if only I had read some of the reviews first. When the backpack arrived yesterday, the disillusionment followed: the backpack is not bad for less than 30 euros, you can't say that. But that it (as was written in many of the reviews) can be compared to well-known products that are sold for much higher prices .... People, that is simply not true! I was really hoping that this would be true, but that is not true. The padded sides are much thinner and do not offer as much protection as my Lowepro. And the dividers inside are of a different caliber and considerably sloppier. Overall, the feel of this backpack cannot be compared to my Lowepro. Ever the zippers and the materials used in the compartments for the small items, aren't even high quality. That is why I have decided to return the backpack. When I purchase equipment for many thousands of euros, then I should also spend money on a decent backpack. In this case quality also apparently has a price. For someone who does not want to spend a lot of money, this is probably a good backpack, just not for me. And it's not like this was a hard decision for me to. As I was unpacking the backpack, I knew in about 2 minutes that it would be going back. What I really liked, was the color of the interior. I'm sure you can find things a lot faster than with a gray interior. For someone who has different requirements for a backpack, this backpack is certainly a good thing; however, mine is going back.","The text you provided is actually in German, not Hebrew. Here is the English translation:

I probably let myself be dazzled by the sometimes exuberant reviews here. I want to preface this by saying that I already have 2 backpacks from Lowepro in use. One very large (for storing equipment) and a fairly small one for the most important everyday things that you just take with you. Since I just bought the Sigma 70-200 2.8, the small Lowepro has finally become too small and I need a replacement. On Prime Day, I purchased this backpack for a really very affordable price (just under 29 EUR) and was actually very happy about this purchase, having read many of the reviews in advance. When the backpack arrived yesterday, the disillusionment followed: The backpack is not bad for under 30 EUR, you can't say that. But that it can compete with the well-known products that are sold at much higher prices, as written in many reviews... folks, that's just not true! I really hoped it was, but there's really no question of that. The padded walls are significantly thinner and do not offer the same protection as my Lowepro. Even the dividers inside are of a different caliber","I probably let myself be swayed by the sometimes overly enthusiastic reviews here. I want to start by saying that I already have two Lowepro backpacks in use: one very large one (for storing equipment) and a fairly small one for the most important everyday items you just take along. Since I just bought the Sigma 70-200 2.8, the small Lowepro has finally become too small, and I need a replacement. On Prime Day, I bought this backpack for a really affordable price (just under 29 EUR) and was initially very pleased with the purchase, having read many of the reviews beforehand. However, when the backpack arrived yesterday, I was disappointed: The backpack isn't bad for under 30 EUR, you can't deny that. But the claim that it can compete with well-known products sold at much higher prices, as stated in many reviews... folks, that's simply not true! I really hoped it would be, but that's definitely not the case. The padded walls are much thinner and don't offer the same protection as my Lowepro. Even the dividers inside are of a different quality, much flimsier. Overall, the tactile quality of this backpack can't be compared to my Lowepro. The zippers and the materials of the compartments for small items aren't exactly high-quality either. Therefore, I've decided to return the backpack. If I'm investing in equipment worth several thousand euros, I unfortunately also need to spend the money on a decent backpack. Quality apparently comes at a price here. For someone who doesn't want to spend a lot of money, the backpack is probably a good choice, but not for me. And it's not like the decision was difficult for me. When I unpacked the backpack, I knew within two minutes that it was going back. What I did like was the color inside. You'll definitely find your things much faster than with a gray interior. For someone with different expectations for a backpack, this one is probably great, but mine is going back.","I probably let myself be swayed by the partly exuberant reviews here. I would like to preface by saying that I already have 2 backpacks from Lowepro in use: one very large one for storing the equipment, and a fairly small one for the most important everyday things that you just take with you. That I just bought the Sigma 70-200 2.8 means the small Lowepro has finally become too small, and I need a replacement. On Prime Day, I purchased this backpack for a really very affordable price (just under 29 EUR) and was quite pleased with this purchase, having read many of the reviews in advance. When the backpack arrived yesterday, I was disillusioned: The backpack is not bad for under 30 EUR, one can't deny that. But that it can compete with the well-known products that are sold at much higher prices, as written in many reviews... folks, that's simply not true! I really hoped it was, but there can really be no talk of that. The padded walls are much thinner and don't provide the same protection as my Lowepro. Even the internal dividers are of a different caliber, much flimsier. Overall, the feel of this backpack is not comparable to my Lowepro. Also, the zippers and the materials of the compartments for small items are not particularly high quality. Therefore, I have decided that the backpack is going back. If I buy equipment worth several thousand EUR, then unfortunately I also have to spend the money on a decent backpack. Quality apparently does have its price here. For someone who doesn't want to spend a lot of money, the backpack is certainly a good choice, but not for me. And it's not like the decision was difficult. When I unpacked the backpack, I knew after 2 minutes that it was going back. What I did like was the color inside. You can definitely find your things much faster than with a gray interior. For someone who has different requirements for a backpack, this backpack is certainly a great thing, but mine is going back.",0.1887,0.3573,0.4017,0.315,0.5003,0.564,0.6437,0.63,0.6881,0.7959,0.8707,0.871
466,"Man ruins everything, does not appreciate anything, and does not learn anything! First of all: The movie is not aaaas bad as many write. Obviously, the story is completely made up, and always follows the same concept F. Once you have seen the beginning, you know what the ending is. And the message is always the same: Man destroys everything, does not appreciate anything, and does not learn anything! And that is exactly what the movie wants to tell us! How often did I think while watching this movie ( and that even though I know that it is only a movie, and the animals are computer generated) : Oh my God, the poor animals, it made me tear up a lot. That is why Jurassic World: Fallen Kingdom is really well made. It is only a shame that people do not understand the message behind the movie, even though it is a mainstream movie. We are consistently destroying animals and the environment and in the end our planet and ourselves. From greed and profiteering, and from stupidity and arrogance ! Sympathy for the environment and living things :wrong. 4 stars, because the movie well made, but unfortunately, made with the same principles, otherwise, it would have gotten 5 stars. Still a well-made popcorn movie.","The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""Humans destroy everything, appreciate nothing, and learn nothing! First of all: The film is not as bad as many write. Sure, the story is totally constructed and always follows the same pattern. Once you've seen the beginning, you know how it ends. And the message is always the same: Humans destroy everything, appreciate nothing, and learn nothing! And that's exactly what the film wants to tell us! How often did I think during the film (even though I know it's just a film and the animals come from the computer): Oh my God, the poor animals, sometimes tears come to your eyes. In that sense, Jurassic World: Fallen Kingdom is really well made. It's just a shame that people simply don't get the message behind the film, even though it's a mainstream film. We consistently destroy animals, the environment, and ultimately our planet and ourselves. Out of greed and profit, and out of stupidity and arrogance! Empathy for the environment and living beings: none. 4 stars because the film is well made, but unfortunately always follows the same principle, otherwise, it would have been 5 stars. Still, a","Humans destroy everything, appreciate nothing, and learn nothing! First of all: The film isn't that bad, as many write. Sure, the story is totally constructed and always follows the same pattern. Once you've seen the beginning, you know how it ends. And the message is always the same: Humans destroy everything, appreciate nothing, and learn nothing! And that's exactly what the film wants to tell us! How often did I think during the film (even though I know it's just a film and the animals come from the computer): Oh my God, the poor animals, sometimes tears come to your eyes. In that sense, Jurassic World: Fallen Kingdom is really well made. It's just a shame that people simply don't get the message behind the film, even though it's a mainstream film. We consistently destroy animals, the environment, and ultimately our planet and ourselves. Out of greed and profit, and out of stupidity and arrogance! Empathy for the environment and living beings: none. 4 stars because the film is well made, but unfortunately always follows the same principle; otherwise, it would have been 5 stars. Still, a well-made popcorn movie.","Humans destroy everything, appreciate nothing, and learn nothing! First of all: The film is really not that bad, as many write. Sure, the story is completely constructed and always follows the same formula. Once you've seen the beginning, you know how it ends. And the message is always the same: Humans destroy everything, appreciate nothing, and learn nothing! That's exactly what the film wants to tell us! How often did I think during the film (even though I know it's just a film and the animals are computer-generated): Oh my God, the poor animals, sometimes tears come to your eyes. In this regard, Jurassic World: Fallen Kingdom is really well made. It's just a shame that people simply don't grasp the message behind the film. We consistently destroy animals, the environment, and ultimately our planet and ourselves. Out of greed and profit, and out of stupidity and arrogance! Empathy for the environment and living beings: none. 4 stars because the film is well made, but unfortunately always follows the same principle, otherwise, it would have been 5 stars. Still, a well-made blockbuster movie.",0.3816,0.3889,0.3759,0.5781,0.5773,0.5427,0.5948,0.601,0.63,0.798,0.8014,0.8105
480,"The color was chipped in a few places and if you just went over it with your hand the color came off right away in some places. We wanted it to be picked up for free because we did not want it anymore , but unfortunately only if we paid. they would only replace the damaged parts but what if both dressers were damaged. Bad service from the manufacturer Amazon took care of all of this for us and returned our money. PRAISE to Amazon","The text you provided is in German, not Hebrew. Here is the translation to English:

""In a few places, the paint was chipped, and just by running your hand over it, the paint would come off in some spots. We wanted to have it picked up for free because we didn't want it anymore, but unfortunately, it was only at our expense. They would only replace the damaged parts, but how, when both dressers were damaged. Poor service from the manufacturer. Amazon took care of everything for us and refunded our money. Kudos to Amazon.""","In some places, the paint was chipped, and just by running your hand over it, the paint would come off in certain spots. We wanted to have it picked up for free because we no longer wanted it, but unfortunately, it was only possible at our expense. They would only replace the damaged parts, but how could they do that when both dressers were damaged? Poor service from the manufacturer. Amazon took care of everything for us and refunded our money. Kudos to Amazon.","In a few places, the paint was chipped, and simply running your hand over it would cause the paint to come off in certain areas. We wanted to have it picked up for free because we no longer wanted it, but unfortunately, it was only at our expense. They would only replace the damaged parts, but how could they, when both dressers were damaged? Poor service from the manufacturer. Amazon took care of everything for us and refunded our money. Thanks to Amazon.",0.2721,0.2508,0.2589,0.6003,0.5265,0.5517,0.6543,0.7204,0.716,0.7675,0.8024,0.7978
484,- Doors slam because of magnets (may be able to fix this with rubber stoppers) - some unclean spots,- Doors slam due to magnets (can possibly be compensated with rubber stoppers) - some unclean areas,- Doors slam because of magnets (which can possibly be mitigated with rubber stoppers) - some unclean areas,Doors bang shut due to magnets (can perhaps be balanced with rubber stoppers) - some untidy areas,0.3822,0.5643,0.2734,0.6152,0.6836,0.4987,0.8233,0.8414,0.6877,0.88,0.842,0.7636
485,"- included anchors are way too small and are loose (I did not have any others and since there was no other trophy in the house, I stuck it together with craft glue) - the support for the removable shelf is a little loose (I wrapped paper around it to level it) Conclusion: If it did not look so good and have such good dimensions, I would give it fewer stars, since you have to adjust everything to really be happy. Besides, as a result, I think it is a little too expensive.","The provided dowels are much too small and wobble (I didn't have any others and, since there was no trophy in the house, I glued them with craft glue) - the brackets for the shelf wobble a bit (I wrapped them with some paper to balance them out). Conclusion: If it didn't look so good and have such good dimensions, I would give fewer stars because you have to adjust everything to be truly satisfied. Additionally, I find it a bit too expensive for that.","The included dowels are far too small and wobble (I didn't have any others, and since there were no other options in the house, I glued them with craft glue) - the brackets for the shelf are a bit wobbly (I wrapped them with some paper to stabilize them). Conclusion: If it didn't look so good and have such good dimensions, I would give fewer stars because you have to make everything fit to be truly satisfied. Additionally, I find it a bit too expensive for that.","The provided dowels are much too small and wobble (I didn't have any others and, since there was nothing suitable in the house, I glued them with craft glue) - the brackets for the shelf wobble a bit (I wrapped them with some paper to stabilize them). Conclusion: If it didn't look so good and have such good dimensions, I would give fewer stars because you have to adjust everything to be truly satisfied. Additionally, I find it a bit too expensive for that.",0.3793,0.3216,0.3578,0.5816,0.557,0.5578,0.6656,0.6487,0.6367,0.7728,0.781,0.7734
486,The coffee tastes good to me....but,"The text you provided is actually in German, not Hebrew. In English, it translates to: ""The coffee tastes good to me... but.""",The coffee tastes good to me... but.,I like the coffee... but.,0.159,0.6105,0.0341,0.6368,0.8164,0.0847,0.6571,0.8972,0.6522,0.6486,0.942,0.7709
487,"... there are only 3 stars. The taste is subjectively good, but in my opinion the original capsules are better (but also significantly more expensive). Otherwise I would have given 5*. Unfortunately, the coffee does not run through consistently (if at all!). And the additional plastic garbage (individually wrapped see photo) gets a one-star deduction from me. I hope the manufacturer changes this and gets full points soon.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""...there are only 3 stars. The taste is subjectively good, but in my opinion, the original capsules are better (though significantly more expensive). In that sense, I would have given 5 stars. Unfortunately, the coffee does not flow evenly (if at all!). The additional plastic waste (individually packaged, see photo) also means a deduction of one star for me. I hope the manufacturer changes this and soon receives full marks.""","""...there are only 3 stars. The taste is subjectively good, but in my opinion, the original capsules are better (though significantly more expensive). In that sense, I would have given 5 stars. Unfortunately, the coffee does not flow evenly (if at all!). The additional plastic waste (individually packaged, see photo) also means a deduction of one star for me. I hope the manufacturer changes this and soon receives full marks.""","""...there are only 3 stars. The taste is good, but subjective; in my opinion, the original capsules are better, even though they are significantly more expensive. In that sense, I would have given 5 stars. Unfortunately, the coffee does not flow evenly (if at all!). The additional plastic waste (individually packaged, see photo) also leads to a deduction of one star from me. I hope the manufacturer changes this and soon receives full marks.""",0.448,0.5412,0.4455,0.7146,0.7314,0.682,0.6903,0.7589,0.7397,0.7874,0.8243,0.8207
