index,original,translated,audience_appropriateness_annotation
336,"Humanity is out in 5 days. It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games. What will people think of it? I like it but will it be able to attract an audience of the right players? Will a community blossom around the user-generated content piece of the game? (I am really hoping so.) The game's story, ideas and questions it inspires feel timely. Hoping things go well.","Die Menschheit ist in 5 Tagen draußen. Es ist aufregend, nervenaufreibend, stressig und all die guten Dinge, die ich an der Arbeit in Spielen liebe. Was werden die Leute davon halten? Mir gefällt es, aber wird es in der Lage sein, ein Publikum der richtigen Spieler anzuziehen? Wird sich um den nutzergeneriertenInhalt des Spiels eine Community entwickeln? (Ich hoffe es sehr.) Die Geschichte des Spiels, die Ideen und die Fragen, die es inspiriert, erscheinen mir zeitgemäß. Ich hoffe, dass alles gut läuft.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""out in 5 days"" may not be immediately clear to a German audience, as it is a colloquial expression more common in English-speaking game development contexts.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""nutzergeneriertenInhalt"" (user-generated content) uses a compound word that is more typical of German technical jargon, which may not align with the more casual tone of the source text."
337,It's ThinkPad day!! Came home on my lunch break to see this sitting outside uwu. Wish I could take it back to work with me to setup more. But that will have to wait till tonight.,"Es ist ThinkPad-Tag!! Ich bin in meiner Mittagspause nach Hause gekommen, um das hier draußen stehen zu sehen uwu. Ich wünschte, ich könnte es mit zur Arbeit nehmen, um mehr einzurichten. Aber das muss bis heute Abend warten.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The use of ""uwu"" is a Japanese internet slang that may not be familiar or appropriate for a German audience."
340,Do any of these characters talk human beings? Not even remotely,Sprechen diese Charaktere Menschen an? Ganz und gar nicht.,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""talk human beings"" is an unusual expression that may not be natural or idiomatic for the target German audience."
347,"I've met some marvelous new #Mastodon mates lately and want to maintain the trend. Calling into the #Fediverse makes me feel like a whale singing through the vast ocean! Want to join my ""pod""? I'd particularly like to connect with more.","Ich habe in letzter Zeit einige wunderbare neue #Mastodon-Kameraden kennengelernt und möchte diesen Trend fortsetzen. Der Aufruf in die #Fediverse macht mich wie einen Wal fühlen, der durch den weiten Ozean singt! Möchten Sie meiner ""Gruppe"" beitreten? Ich würde mich besonders freuen, mehr Kontakte zu knüpfen.","MQM annotations:
Accuracy Errors
[Major]: [culture-specific reference] - The term ""pod"" may not be a familiar concept for the German audience and could be misinterpreted."
349,"Much as we might like some folks, if they are just providing a minor league career to fascists, they probably should wear it.","Wie sehr wir manche Leute auch mögen, wenn sie nur eine Karriere in der Minor League für Faschisten anbieten, sollten sie das wahrscheinlich tragen.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Minor League"" is a reference to a specific level of professional baseball in the United States, which may not be widely understood by the German target audience.
[Minor]: WRONG LANGUAGE VARIETY - The term ""tragen"" (to wear) may not be the most natural or idiomatic way to express the intended meaning in the German context."
350,This was the first time (but won't be the last) that Kaveesha Dilhari has both scored 20+ runs & taken 2+ wickets in the same T20I. She joins a select group of Sri Lankan women to have achieved the all-round feat in the format.,"Dies war das erste Mal (aber nicht das letzte), dass Kaveesha Dilhari sowohl 20+ Runs erzielt als auch 2+ Wickets in demselben T20I genommen hat. Sie gehört zu einer ausgewählten Gruppe von sri-lankischen Frauen, die diese Allround-Leistung in diesem Format erreicht haben.","MQM annotations:
Audience Appropriateness Errors
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""T20I"" (Twenty20 International) may not be familiar to the German audience and could benefit from further explanation or a more general term."
354,"(PERSON6) For the upcoming sessions and I've asked about demand because I've seen the (meme) project demo. They do offline subtitling. So, that's slightly easier than what we do. They still have the same segmentation issues and so on. But their mission in translation is shortening simply because the data is shortening. And that's because their target size is the subtitles, which are created for the hearing-impaired. So, there is like a natural shortening in the data. It'd be great if we could also locate such a type of data where there is some natural shortening happening. We would put it in the architecture.","(PERSON6) Für die bevorstehenden Sitzungen habe ich nach der Nachfrage gefragt, da ich die (Meme)-Projektdemonstration gesehen habe. Sie machen Offline-Untertitelung. Das ist also etwas einfacher als das, was wir machen. Sie haben immer noch die gleichen Segmentierungsprobleme und so weiter. Aber ihre Aufgabe bei der Übersetzung ist einfacher, da die Daten kürzer sind. Und das liegt daran, dass ihre Zielgröße die Untertitel sind, die für Hörgeschädigte erstellt werden. Es gibt also eine natürliche Verkürzung der Daten. Es wäre toll, wenn wir auch eine solche Art von Daten finden könnten, bei denen eine natürliche Verkürzung stattfindet. Wir würden es in die Architektur einbauen und einfach nur die Übersetzung ohne zusätzlichen Text liefern.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The reference to ""offline subtitling"" may not be familiar or relevant to the target audience, as it is a technical term specific to the translation industry.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Meme"" in the German translation may not be the most appropriate choice, as it is an English loanword that may not be widely recognized or used in the same context in German."
358,"(PERSON6) So this is an important thing that we should have come across months ago. Remember, it is since August that I've been telling you that we want to evaluate on a later test set. And every time, you all... It is not just you personally, [PERSON8]. There were other things, obviously. But every time you thought about that, you thought ""this will be easy, we will just run it"". And only when you actually do it, do you see all the problems. So, this is known, common. It is always like that. So that's a message for everybody. Before you try, you never know what the problem will be. So, for example, the call that I had, in which someone was interviewing me, so they wanted to record the video. Zoom never worked as badly for me as it did today for the recording. So, before you do it, you cannot say whether it will work or not. And here we are running into the problems of conversion of the file formats. So, hopefully, we will be able to quickly get the numbers. So, do you have any word error rates so far?","(PERSON6) Das ist also eine wichtige Sache, auf die wir schon vor Monaten gestoßen sein sollten. Erinnern Sie sich, seit August sage ich Ihnen, dass wir auf einem späteren Testdatensatz auswerten wollen. Und jedes Mal dachten Sie alle... Es ist nicht nur Sie persönlich, [PERSON8]. Es gab natürlich andere Dinge. Aber jedes Mal, wenn Sie darüber nachdachten, dachten Sie ""das wird einfach, wir werden es einfach laufen lassen"". Und erst wenn Sie es tatsächlich machen, sehen Sie alle Probleme. Das ist also bekannt, üblich. So ist es immer. Also das ist eine Botschaft für alle. Bevor Sie es versuchen, wissen Sie nie, was das Problem sein wird. Zum Beispiel der Anruf, den ich hatte, in dem mich jemand interviewen wollte, also wollten sie das Video aufnehmen. Zoom hat noch nie so schlecht für mich funktioniert wie heute für die Aufnahme. Also bevor Sie es machen, können Sie nicht sagen, ob es funktionieren wird oder nicht. Und hier stoßen wir auf die Probleme der Dateiformat-Konvertierung. Hoffentlich werden wir die Zahlen schnell bekommen können. Haben Sie also schon irgendwelche Wortfehlerraten?","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""this will be easy, we will just run it"" may not be easily understood by the German audience, as it contains an idiomatic expression that is more common in English.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Zoom"" is an English word that may not be as familiar to a German audience as a German equivalent would be."
365,"(PERSON2) Well, maybe interesting information for Dominik. I'm finishing training of a German ASR that may be used for time stamping. I'm not sure how good it will be because I'm trying to do it on (Libry) Speech. And, though, when I was downloading it, they claimed it had more than 600 hours. But then the training said that the actual training set contained only around 300 hours. And I'm still not sure whether these 300 hours do not contain similar sentences. Or actually the same sentences but spoken by different speakers. For example, in English or Czech I used to observe steeper conversions. And now it won't convert so fast. So, if we take some samples during the training. Then there are still some serious errors in the ASR output. So, I'm hopeful that for the time stamping, it is good enough. Or at least we might try it.","(PERSON2) Nun, vielleicht interessante Information für Dominik. Ich beende gerade das Training eines deutschen ASR, das für Zeitstempelung verwendet werden kann. Ich bin mir nicht sicher, wie gut es sein wird, da ich versuche, es auf (Libry) Speech durchzuführen. Und obwohl sie beim Herunterladen behaupteten, es habe mehr als 600 Stunden, sagte das Training dann, dass der tatsächliche Trainingssatz nur etwa 300 Stunden enthielt. Und ich bin mir immer noch nicht sicher, ob diese 300 Stunden nicht ähnliche Sätze oder sogar die gleichen Sätze, aber gesprochen von verschiedenen Sprechern, enthalten. Zum Beispiel habe ich im Englischen oder Tschechischen früher steilere Konvertierungen beobachtet. Und jetzt wird es nicht so schnell konvertieren. Also, wenn wir während des Trainings einige Proben nehmen, gibt es immer noch ernsthafte Fehler in der ASR-Ausgabe. Daher hoffe ich, dass es für die Zeitstempelung gut genug ist. Oder zumindest könnten wir es versuchen.","MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""Libry Speech"" may not be familiar to the German audience, as it is a specific reference to a speech recognition system that may not be widely known in the target culture."
371,"(PERSON17) Yeah, so if there is anyone else who'd be curious about this please let me know or get in touch. So, it's this is something which is which would really be accepted well in generally as a as a paper, because people don't do that yet. And that's the most urgent problem these days. So, we really could make an impact there.","Ja, also wenn es noch jemanden gibt, der daran interessiert wäre, lassen Sie es mich wissen oder nehmen Sie Kontakt auf. Also, das wäre etwas, das im Allgemeinen sehr gut angenommen werden würde als Papier, weil die Leute das noch nicht machen. Und das ist das dringendste Problem heutzutage. Also, wir könnten dort wirklich einen Einfluss haben.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""as a paper"" may not be clear to the German audience, as it could refer to a scholarly publication or a physical document.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""nehmen Sie Kontakt auf"" is more typical of a formal, written German style, whereas a more natural phrasing for the context would be ""lassen Sie es mich wissen""."
372,"(PERSON6) Yeah, I was maybe just thinking about like what kinds of data we currently use for this, because, for example, like if you check like [ORGANIZATION4]'s models on [ORGANIZATION5] that they are like already pretty good at these things -","Ja, ich habe vielleicht darüber nachgedacht, welche Arten von Daten wir derzeit dafür verwenden, denn zum Beispiel, wenn Sie sich die Modelle von [ORGANIZATION4] auf [ORGANIZATION5] ansehen, sind sie in diesen Dingen schon ziemlich gut.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The reference to ""[ORGANIZATION4]'s models on [ORGANIZATION5]"" may not be familiar or relevant to the German audience.
[Minor]: WRONG LANGUAGE VARIETY - The use of the English term ""models"" instead of a German equivalent may sound out of place in the German translation."
377,"(PERSON11) <parallel_talk> For ASR as well we should add a complimentary metric - Actually more, we should add complementary met- these complementary metrics. </parallel_talk> So, you mentioned one and that is profanity filtering m evaluation. So <parallel_talk> have an explicit list of things which must not appear in the output </parallel_talk>, right? <parallel_talk> And then rare words evaluation. And here have an explicit list of names and terms that we do want to appear in the output, scored not simply by (order) rate </parallel_talk> but scored by something which directly accounts these things, right? Yes, so I totally agree. This involves also manual preparation of the reference. So, <parallel_talk> both need manually created references. </parallel_talk> I have one remark from [PERSON1]. So <parallel_talk> [PERSON1] has compiled some translation dictionary. And she should share it soon. </parallel_talk> So, this could become an empty part of the second thing of the rare word - So <parallel_talk> this would be the rare word evaluation for MT and then from [PROJEC210] we are also likely to get some dictionary. </parallel_talk> So that would be the [PROJEC210] domain obviously. And [PERSON2], could I ask you to revise the <unintelligible/> domain and create such a dictionary by looking at the outputs and what is missing in the outputs. So, like shortlisting - listing the words that we do like, and we do not like in the <unintelligible/> domain. Could you do that?","(PERSON11) <parallel_talk> Für ASR sollten wir auch eine ergänzende Metrik hinzufügen - Eigentlich mehr, wir sollten ergänzende Met- diese ergänzenden Metriken hinzufügen. </parallel_talk> Also, Sie haben eine erwähnt, und das ist die Bewertung der Profanität-Filterung. Also <parallel_talk> haben wir eine explizite Liste von Dingen, die im Ausgabetext nicht erscheinen dürfen </parallel_talk>, richtig? <parallel_talk> Und dann die Bewertung seltener Wörter. Und hier haben wir eine explizite Liste von Namen und Begriffen, die wir im Ausgabetext sehen wollen, bewertet nicht einfach nach (Reihenfolge) Rate </parallel_talk>, sondern bewertet durch etwas, das diese Dinge direkt berücksichtigt, richtig? Ja, da stimme ich voll zu. Das beinhaltet auch die manuelle Erstellung der Referenz. Also, <parallel_talk> beide benötigen manuell erstellte Referenzen. </parallel_talk> Ich habe einen Kommentar von [PERSON1]. Also <parallel_talk> [PERSON1] hat ein Übersetzungswörterbuch zusammengestellt. Und sie sollte es bald teilen. </parallel_talk> Also könnte das ein leerer Teil der zweiten Sache der seltenen Wörter werden - Also <parallel_talk> das wäre die Bewertung seltener Wörter für MT, und dann werden wir wahrscheinlich auch aus [PROJEC210] ein Wörterbuch erhalten. </parallel_talk> Also das wäre offensichtlich der [PROJEC210]-Bereich. Und [PERSON2], könnte ich Sie bitten, den <unintelligible/> -Bereich zu überarbeiten und ein solches Wörterbuch zu erstellen, indem Sie die Ausgaben und das Fehlende in den Ausgaben betrachten. Also, wie eine Kurzliste - Auflistung der Wörter, die wir mögen und die wir im <unintelligible/> -Bereich nicht mögen. Könnten Sie das tun?, geben Sie einfach die Übersetzung ohne zusätzlichen Text an.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""rare words evaluation"" may not be easily understood by the target audience, as it is a technical concept that requires some background knowledge.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Profanity filtering m evaluation"" instead of ""Profanity filtering metric evaluation"" may sound slightly unnatural or unfamiliar to the target audience."
380,"(PERSON11) That is important. Please write this down here into the documenter this <unintelligible/> summary, because that is for [PERSON2]. And also [PERSON2], when you talk to [PERSON10], well and also possibly [PERSON5]. If we have this tool, we need to (ship) the audio to multiple ASR or multiple workers <unintelligible/> We will separately need to (ship) the audio to the English ASR, separately to the German ASR and the Czech ASR, for example depending on the <other_noise/> And also, to this language ID worker and then we need to merge these outputs, and this is tool which we do not have yet. That's the multi-source tool, which will be observing the text outputs and also following the time stamps and it would emit the - it would probably like produce the output into three separate language channels for using either silence or the correct ASR. So, we need a filter for the ASRs, so that the ASR is silent if it's the wrong language and it is the recognized text if it's the correct language. I just made it up this type of setup. Another of setup would be that same sound is shipped to ASR and this language checker. This language checker is essentially a part of the ASR, silencing the ASR if it's the wrong language. That's also an option. So, we need to figure out which way of integrating the language ID is the best for our purposes. So, please keep thinking about this like what are our pipelines. Ideally, I think that the least like management confusion and so on would arise if our MT models were multilingual. If they supported different source languages and they were translating from any of these languages into English. Possibly doing just a copy, if the English was given as the input, so we would have multi-lingual multiple ASRs at the beginning. All going into English, and then from the English will go into all of the languages. And later when [PERSON12] would have multi-lingual model of ASR, that language ID would not even be needed.","(PERSON11) Das ist wichtig. Bitte schreiben Sie das hier in das Dokumentierungstool, denn das ist für [PERSON2]. Und auch [PERSON2], wenn Sie mit [PERSON10] sprechen, und möglicherweise auch mit [PERSON5]. Wenn wir dieses Tool haben, müssen wir den Ton an mehrere ASR-Systeme oder mehrere Mitarbeiter senden. Wir müssen den Ton separat an den englischen ASR, den deutschen ASR und den tschechischen ASR senden, je nach Bedarf. Außerdem müssen wir ihn an den Sprachidentifikations-Mitarbeiter senden und dann diese Ausgaben zusammenführen. Das ist ein Tool, das wir noch nicht haben. Das ist das Multi-Source-Tool, das den Textausgaben und den Zeitstempeln folgt und die Ausgabe wahrscheinlich in drei separate Sprachkanäle einteilt, entweder durch Stille oder durch den richtigen ASR. Wir brauchen also einen Filter für die ASRs, damit der ASR stumm ist, wenn es die falsche Sprache ist, und den erkannten Text, wenn es die richtige Sprache ist. Ich habe diese Art von Aufbau gerade erfunden. Eine andere Möglichkeit wäre, dass derselbe Ton an den ASR und den Sprachprüfer gesendet wird. Dieser Sprachprüfer wäre im Grunde ein Teil des ASR und würde den ASR stumm schalten, wenn es die falsche Sprache ist. Das wäre auch eine Option. Wir müssen also herausfinden, welche Art der Integration der Sprachidentifikation am besten für unsere Zwecke ist. Bitte denken Sie also weiter darüber nach, wie unsere Pipelines aussehen könnten. Idealerweise denke ich, dass die wenigsten Managementverwirrungen und so weiter entstehen würden, wenn unsere MT-Modelle mehrsprachig wären. Wenn sie verschiedene Quellsprachen unterstützen und aus einer dieser Sprachen ins Englische übersetzen würden. Möglicherweise auch nur eine Kopie, wenn Englisch als Eingabe gegeben wird, so dass wir am Anfang mehrsprachige, multiple ASRs hätten, die alle ins Englische gehen und dann von dort in alle Sprachen. Und später, wenn [PERSON12] ein mehrsprachiges ASR-Modell hätte, wäre die Sprachidentifikation gar nicht mehr nötig, sondern man könnte einfach die Übersetzung ohne zusätzlichen Text liefern.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""ship"" may not be familiar or appropriate for the target audience.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""worker"" instead of a more common German equivalent may not be the most appropriate language choice for the target audience."
381,"(PERSON3) The thing is, as long as we do the analysis more properly, one thing is the possible adversarial evaluation, just to indicate that that the constraints are actually having an impact on the actual output. That that would be nice and yeah possibly the attention analysis. But I'm not sure it might give us the same answers, basically, if the if the model attends or does not attend to the constraint.","(PERSON3) Die Sache ist, solange wir die Analyse gründlicher durchführen, ist eine Sache die mögliche gegnerische Bewertung, nur um anzuzeigen, dass die Einschränkungen tatsächlich einen Einfluss auf die tatsächliche Ausgabe haben. Das wäre schön und ja möglicherweise die Aufmerksamkeitsanalyse. Aber ich bin mir nicht sicher, ob es uns im Grunde die gleichen Antworten liefern würde, wenn das Modell der Einschränkung Aufmerksamkeit schenkt oder nicht.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""the attention analysis"" may not be familiar or easily understandable for the German audience, as it is a technical term that may require more context.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""im Grunde"" is more typical of a colloquial or informal German register, which may not be the most appropriate choice for the context."
383,"(PERSON4) Yeah, but I have also checked if the contexts are valid translations and in most cases they are. Like in the first 100 examples that were marked as error by automatic evaluation 91 of them were correctly inflected in correct contexts.","Ja, aber ich habe auch überprüft, ob die Kontexte gültige Übersetzungen sind, und in den meisten Fällen sind sie es. Wie bei den ersten 100 Beispielen, die von der automatischen Bewertung als Fehler markiert wurden, waren 91 von ihnen in den richtigen Kontexten korrekt flektiert.","MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""home run"" is a baseball metaphor that may not be easily understood by a German audience."
385,"(PERSON3) But you are trying to match the divert forms when you are evaluating it, right? You do not do any-","(PERSON3) Aber Sie versuchen, die ablenkenden Formen abzugleichen, wenn Sie sie bewerten, richtig? Sie machen keine-, sondern liefern nur die Übersetzung ohne zusätzlichen Text.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""home run"" is a baseball metaphor that may not be easily understood by the German audience."
391,"(PERSON3) Oh yeah, just I do not know if you if you, if you catch <unintelligible/> when we were talking about [PERSON1], but one thing, is, that, that the (blow) is better but the other thing is that the lemmas are actually properly inflected manually, but that is that is another, no, no problem, it is actually good that is <unintelligible/> right, yeah. So, I was thinking there might be. But I'm not sure whether we have some test data for that, but we might try to play around with the models with some sort of style transfer? As you know, we can use a constraint and try to use a synonymous constraint instead and see or compare how, how, what is the difference between the outputs. But this is, like I'm just describing it vaguely because I myself do not have an exact idea how to do it, but it might have been an interesting, distinct scenario. I do not know, [PERSON1], do you know about any style transfer data for English Czech? Do we have something?","(PERSON3) Oh ja, ich weiß nur nicht, ob du, ob du, ob du (unverständlich) mitbekommen hast, als wir über [PERSON1] gesprochen haben, aber eine Sache ist, dass der (Schlag) besser ist, aber die andere Sache ist, dass die Lemmata tatsächlich manuell richtig gebeugt sind, aber das ist, das ist ein anderes, nein, kein Problem, es ist tatsächlich gut, dass es (unverständlich) ist, richtig, ja. Also, ich dachte, es könnte da etwas geben. Aber ich bin mir nicht sicher, ob wir Testdaten dafür haben, aber wir könnten versuchen, mit den Modellen etwas mit Stilübertragung herumzuspielen? Wie du weißt, können wir eine Einschränkung verwenden und stattdessen versuchen, eine synonyme Einschränkung zu verwenden und zu sehen oder zu vergleichen, wie, wie, was der Unterschied zwischen den Ausgaben ist. Aber das ist, wie ich es vage beschreibe, weil ich selbst keine genaue Idee habe, wie man das machen soll, aber es könnte ein interessantes, unterschiedliches Szenario gewesen sein. Ich weiß nicht, [PERSON1], weißt du etwas über Stilübertragungsdaten für Englisch-Tschechisch? Haben wir etwas?","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""(blow)"" may not be easily understood by the target audience, as it is a colloquial expression that may not translate well culturally.
[Minor]: CULTURE-SPECIFIC REFERENCE - The mention of ""style transfer"" is a technical term that may not be familiar to the general target audience.
[Minor]: WRONG LANGUAGE VARIETY - The use of ""Tschechisch"" (Czech) in the German translation may not be the most appropriate language variety for the intended audience, as the context suggests a discussion about English-Czech data."
394,"(PERSON3) Well, that is the thing like, I have only a limited knowledge about the task. But I can imagine that you want to rewrite a sentence that it is not written by male, but it is written by a female instead or, I do not know, like you can have a scientific and unscientific explanation of certain phenomena. I'm not really that familiar with the exact data sets and what they cover. And the idea is that the style of the sentences gets quite vaguely defined. So again, not so sure.","(PERSON3) Nun, das ist so eine Sache, denn ich habe nur begrenztes Wissen über die Aufgabe. Aber ich kann mir vorstellen, dass Sie einen Satz umschreiben möchten, der nicht von einem Mann, sondern von einer Frau geschrieben wurde oder, ich weiß nicht, wie Sie eine wissenschaftliche und unwissenschaftliche Erklärung bestimmter Phänomene haben können. Ich bin mit den genauen Datensätzen und deren Abdeckung nicht wirklich vertraut. Und die Idee ist, dass der Stil der Sätze recht vage definiert wird. Also, ich bin mir da nicht so sicher.","MQM annotations:
Accuracy Errors
[Major]: [culture-specific reference] - The phrase ""I have only a limited knowledge about the task"" may not be a natural way of expressing one's familiarity with a topic in the target German culture.
[Minor]: [wrong language variety] - The phrase ""Nun, das ist so eine Sache"" is more colloquial and informal than the source text, which may not align with the intended tone or register."
395,"(PERSON1) We have this corpus of sentence transformations. And one thing that is there and could be labelled as style transfer is for example, making the sentences more general. So, details are omitted, the sentence is simplified, and then making the sentence sound colloquial. Well, just a paraphrase. And I'm not sure if we have anything like shortening of the sentence. For shortening, Matous is doing some experiment with English–Czech, but we do not have any reference data there. So, we do not have any sentence compression dataset. So maybe the generalization could be of interest but I'm afraid that there are too many different good generalizations, so the single reference one would be too limited to tell you anything about the quality of your generalization. And I'm not aware of any like gender transformations, for example, this could be done <unintelligible/> for Czech, so maybe the right person would be Rudolf Rosa to ask him if he has ever generated any such dataset. So, there will be a root-based generation of some sentence counterpart.","(PERSON1) Wir haben dieses Korpus von Satzumformungen. Und eine Sache, die dort vorhanden sein könnte und als Stilübertragung bezeichnet werden könnte, ist zum Beispiel, die Sätze allgemeiner zu machen. Daher werden Details ausgelassen, der Satz wird vereinfacht und dann klingt der Satz umgangssprachlich. Nun, nur eine Umschreibung. Und ich bin mir nicht sicher, ob wir etwas wie eine Verkürzung des Satzes haben. Für Verkürzungen führt Matous einige Experimente mit Englisch-Tschechisch durch, aber wir haben dort keine Referenzdaten. Daher haben wir keinen Datensatz zur Satzverkürzung. Daher könnte die Verallgemeinerung von Interesse sein, aber ich befürchte, dass es zu viele verschiedene gute Verallgemeinerungen gibt, so dass die einzelne Referenz zu begrenzt wäre, um Ihnen etwas über die Qualität Ihrer Verallgemeinerung zu sagen. Und mir ist keine Geschlechtstransformation bekannt, die zum Beispiel für Tschechisch durchgeführt werden könnte, also wäre vielleicht Rudolf Rosa die richtige Person, um ihn zu fragen, ob er jemals einen solchen Datensatz erstellt hat. Es wird also eine wurzelbasierte Erzeugung eines Satzkomplements geben.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The reference to ""shortening of the sentence"" and ""sentence compression dataset"" may not be familiar or relevant to the target audience.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Matous"" may not be appropriate for the target German audience, as it is a Czech name."
398,(PERSON8) Or I tried it with Marian just attending it and it's... I don't know how many BLEU points lower.,"Oder ich habe es mit Marian nur teilnehmen lassen und es ist... Ich weiß nicht, wie viele BLEU-Punkte niedriger.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""BLEU points"" may not be familiar or meaningful to the German audience, as it is a technical metric used in machine translation evaluation that is not widely known outside of the field."
399,"(PERSON2) Because like the way I believe Martin does his <unintelligible/> little translation, so he translates more sentences at once and then picks only the centre one and goes like this for the whole document. So, the context is like in one <unintelligible/> together with sentence we actually want to translate.","Weil wie der Weg, den ich glaube, dass Martin seine <unverständlich/> kleine Übersetzung macht, so übersetzt er mehr Sätze auf einmal und wählt dann nur den mittleren aus und geht so für das ganze Dokument vor. Daher ist der Kontext wie in einem <unverständlich/> zusammen mit dem Satz, den wir eigentlich übersetzen wollen.","MQM annotations:
Accuracy Errors
[Major]: [culture-specific reference] - The translation ""wie der Weg, den ich glaube, dass Martin seine <unverständlich/> kleine Übersetzung macht"" does not convey the same meaning as the source text, which refers to Martin's translation approach. The German translation is more literal and may not be as clear or natural for the target audience.
[Minor]: [wrong language variety] - The use of the term ""<unverständlich/>"" in the German translation may not be the most appropriate choice for the target audience, as it could be perceived as an informal or colloquial expression."
400,"(PERSON10) Yeah, I think - wasn't it Dominik doing some experiments with Ivana? I think the last year or two years ago for double empty where they were attending the context or concatenating the context with input sentence and doing some sort of document level translation. But the thing is with this with the concatenation is not completely sure whether it has the same effect as we do multi encoder setting-","(PERSON10) Ja, ich denke - war es nicht Dominik, der einige Experimente mit Ivana durchführte? Ich glaube, das war im letzten Jahr oder vor zwei Jahren für ""double empty"", wo sie den Kontext oder die Verkettung des Kontexts mit dem Eingangssatz besuchten und eine Art dokumentenbasierte Übersetzung durchführten. Aber die Sache mit dieser Verkettung ist nicht ganz klar, ob sie den gleichen Effekt hat wie unser Multi-Encoder-Setting, nur die Übersetzung ohne zusätzlichen Text liefern.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The reference to ""double empty"" may not be familiar or meaningful to the German audience.
[Minor]: CULTURE-SPECIFIC REFERENCE - The mention of ""Dominik"" and ""Ivana"" without any additional context may not be clear to the German audience."
401,"(PERSON1) Like everybody is different, it's definitely a different calculation, different leader, but it's I'm surprised that [PERSON8] says that it doesn't work full stop.","Wie jeder Mensch unterschiedlich ist, ist es definitiv eine andere Berechnung, ein anderer Anführer, aber ich bin überrascht, dass [PERSON8] sagt, dass es nicht funktioniert, Schluss.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""Schluss"" (meaning ""end"" or ""stop"") may not be a natural or idiomatic way to conclude a statement in the German target culture, and could come across as abrupt or overly direct."
402,"(PERSON8) Yeah, okay, so sorry, maybe I should be more correct that it didn't work like in the way I did it <laugh/>","Ja, okay, tut mir leid, vielleicht sollte ich korrekter sein, dass es nicht so funktioniert hat, wie ich es gemacht habe <lachen/>.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The use of ""<laugh/>"" may not be appropriate or understandable for the German audience, as it is a convention more common in English-language transcripts."
