index,source,target,category,annotation
1156,很久以前就看中这个摄像头了，但是因为除了价格外，还有一些别的原因，所以没有购买，这次因为凑包邮，价格也还可以所以就买了。,"I noticed this camera a long time ago but I didn't buy it for other reasons besides the price, so I bought it because of the packaging and the price.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: none
[Major]: accuracy/mistranslation - ""because of the packaging"" should be ""to get free shipping"". The phrase ""凑包邮"" means to combine purchases to reach the minimum amount required for free shipping.
[Minor]: none
```"
1156,很久以前就看中这个摄像头了，但是因为除了价格外，还有一些别的原因，所以没有购买，这次因为凑包邮，价格也还可以所以就买了。,"I noticed this camera a long time ago but I didn't buy it for other reasons besides the price, so I bought it because of the packaging and the price.",audience_appropriateness,"MQM annotations:
minor: culture-specific reference/omission - The phrase ""凑包邮"" (凑单包邮) refers to combining purchases to reach a minimum amount for free shipping. While the translation mentions ""packaging,"" it misses the core concept of combining items for free shipping, a common e-commerce practice in China that might not be as prevalent or understood in other cultures. This is a minor issue, as the general context is still understandable."
1156,很久以前就看中这个摄像头了，但是因为除了价格外，还有一些别的原因，所以没有购买，这次因为凑包邮，价格也还可以所以就买了。,"I noticed this camera a long time ago but I didn't buy it for other reasons besides the price, so I bought it because of the packaging and the price.",design_and_markup,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
1156,很久以前就看中这个摄像头了，但是因为除了价格外，还有一些别的原因，所以没有购买，这次因为凑包邮，价格也还可以所以就买了。,"I noticed this camera a long time ago but I didn't buy it for other reasons besides the price, so I bought it because of the packaging and the price.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""ago"".
minor: grammar/preposition - Incorrect preposition use: ""because of the packaging"" should be ""because it was being packaged with other items""."
1156,很久以前就看中这个摄像头了，但是因为除了价格外，还有一些别的原因，所以没有购买，这次因为凑包邮，价格也还可以所以就买了。,"I noticed this camera a long time ago but I didn't buy it for other reasons besides the price, so I bought it because of the packaging and the price.",locale_conventions,"```
locale conventions:

MQM annotations:
```"
1156,很久以前就看中这个摄像头了，但是因为除了价格外，还有一些别的原因，所以没有购买，这次因为凑包邮，价格也还可以所以就买了。,"I noticed this camera a long time ago but I didn't buy it for other reasons besides the price, so I bought it because of the packaging and the price.",style,"MQM annotations:
minor: style/unnatural flow - ""because of the packaging"" sounds awkward and unnatural in this context. A more natural phrasing could be ""because I was combining it with other items to get free shipping"" or something similar that reflects the ""凑包邮"" idea more clearly."
1156,很久以前就看中这个摄像头了，但是因为除了价格外，还有一些别的原因，所以没有购买，这次因为凑包邮，价格也还可以所以就买了。,"I noticed this camera a long time ago but I didn't buy it for other reasons besides the price, so I bought it because of the packaging and the price.",terminology,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""packaging"" does not accurately translate ""凑包邮"", which refers to combining purchases to qualify for free shipping. The term should be something more specific like ""free shipping threshold"" or ""combined shipping""."
1157,买来之后其他的都没什么问题，就是在软件连接的时候，怎么都连不上，我家是TP的路由器，上网查了之后发现好多人都有这个问题，弄了两个多小时，各种改路由器的设置，最后我用360WIFI作为媒介给弄好的，期间给小米客服打电话，他们对这个问题也没有什么解决方法，直接就让我联系亚马逊进行售后。,"After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection, my house is TP's router, after searching the web I found out that many people have this problem, and after more than two hours, I changed the settings of the router, and finally I used 360 WIFI as a medium to fix it, during which I called the Xiaomi customer service, they did not have any solution to this problem, and let me contact Amazon directly after sales.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: none
[Major]: accuracy/mistranslation - ""After buying it I had no problem whatsoever with the other problems"" is a mistranslation of ""买来之后其他的都没什么问题"". A more accurate translation would be ""After buying it, everything else was fine"".
[Minor]: none
```"
1157,买来之后其他的都没什么问题，就是在软件连接的时候，怎么都连不上，我家是TP的路由器，上网查了之后发现好多人都有这个问题，弄了两个多小时，各种改路由器的设置，最后我用360WIFI作为媒介给弄好的，期间给小米客服打电话，他们对这个问题也没有什么解决方法，直接就让我联系亚马逊进行售后。,"After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection, my house is TP's router, after searching the web I found out that many people have this problem, and after more than two hours, I changed the settings of the router, and finally I used 360 WIFI as a medium to fix it, during which I called the Xiaomi customer service, they did not have any solution to this problem, and let me contact Amazon directly after sales.",audience_appropriateness,"MQM annotations:
minor: culture-specific reference/unfamiliarity - ""360 WIFI"" might not be familiar to the target audience. While the translation is accurate, the specific product name could be replaced with a more general term or explained further."
1157,买来之后其他的都没什么问题，就是在软件连接的时候，怎么都连不上，我家是TP的路由器，上网查了之后发现好多人都有这个问题，弄了两个多小时，各种改路由器的设置，最后我用360WIFI作为媒介给弄好的，期间给小米客服打电话，他们对这个问题也没有什么解决方法，直接就让我联系亚马逊进行售后。,"After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection, my house is TP's router, after searching the web I found out that many people have this problem, and after more than two hours, I changed the settings of the router, and finally I used 360 WIFI as a medium to fix it, during which I called the Xiaomi customer service, they did not have any solution to this problem, and let me contact Amazon directly after sales.",design_and_markup,"MQM annotations:
design and markup errors:
minor: style/awkward - ""After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection"" is awkwardly phrased.
minor: style/awkward - ""and let me contact Amazon directly after sales"" is awkwardly phrased."
1157,买来之后其他的都没什么问题，就是在软件连接的时候，怎么都连不上，我家是TP的路由器，上网查了之后发现好多人都有这个问题，弄了两个多小时，各种改路由器的设置，最后我用360WIFI作为媒介给弄好的，期间给小米客服打电话，他们对这个问题也没有什么解决方法，直接就让我联系亚马逊进行售后。,"After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection, my house is TP's router, after searching the web I found out that many people have this problem, and after more than two hours, I changed the settings of the router, and finally I used 360 WIFI as a medium to fix it, during which I called the Xiaomi customer service, they did not have any solution to this problem, and let me contact Amazon directly after sales.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""buying it"".
minor: grammar/omission - ""whatsoever with the other problems"" is awkward; rephrasing to ""whatsoever with anything else"" or ""whatsoever besides"" would improve it.
major: grammar/verb tense - ""it was not connected during the software connection"" should be ""it wouldn't connect during the software connection"" or ""it wouldn't connect when trying to connect the software"" for better clarity.
minor: punctuation/omission - Missing comma after ""and after more than two hours"".
major: grammar/preposition - ""I changed the settings of the router"" should be ""I changed the router settings""
minor: whitespace/omission - ""360 WIFI"" should be ""360 WIFI"".
minor: punctuation/omission - Missing comma after ""Xiaomi customer service"".
major: grammar/word order - ""and let me contact Amazon directly after sales."" should be ""and told me to contact Amazon directly for after-sales service."" or ""and told me to contact Amazon directly for support.""."
1157,买来之后其他的都没什么问题，就是在软件连接的时候，怎么都连不上，我家是TP的路由器，上网查了之后发现好多人都有这个问题，弄了两个多小时，各种改路由器的设置，最后我用360WIFI作为媒介给弄好的，期间给小米客服打电话，他们对这个问题也没有什么解决方法，直接就让我联系亚马逊进行售后。,"After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection, my house is TP's router, after searching the web I found out that many people have this problem, and after more than two hours, I changed the settings of the router, and finally I used 360 WIFI as a medium to fix it, during which I called the Xiaomi customer service, they did not have any solution to this problem, and let me contact Amazon directly after sales.",locale_conventions,"locale conventions:

MQM annotations:
minor: style/awkward - ""After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection"" could be rephrased for better flow.
minor: style/awkward - ""and after more than two hours, I changed the settings of the router, and finally I used 360 WIFI as a medium to fix it"" could be more concise."
1157,买来之后其他的都没什么问题，就是在软件连接的时候，怎么都连不上，我家是TP的路由器，上网查了之后发现好多人都有这个问题，弄了两个多小时，各种改路由器的设置，最后我用360WIFI作为媒介给弄好的，期间给小米客服打电话，他们对这个问题也没有什么解决方法，直接就让我联系亚马逊进行售后。,"After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection, my house is TP's router, after searching the web I found out that many people have this problem, and after more than two hours, I changed the settings of the router, and finally I used 360 WIFI as a medium to fix it, during which I called the Xiaomi customer service, they did not have any solution to this problem, and let me contact Amazon directly after sales.",style,"MQM annotations:
minor: style/unnatural flow - ""After buying it I had no problem whatsoever with the other problems"" sounds unnatural. A better phrasing would be ""After buying it, everything else was fine"".
minor: style/unnatural flow - ""it was not connected during the software connection"" sounds unnatural. A better phrasing would be ""the software connection didn't work"".
minor: style/unnatural flow - ""my house is TP's router"" sounds unnatural. A better phrasing would be ""I have a TP-Link router"".
minor: style/unnatural flow - ""and after more than two hours, I changed the settings of the router"" sounds a bit awkward. A better phrasing might be something like ""After spending over two hours trying different router settings"".
minor: style/unnatural flow - ""and finally I used 360 WIFI as a medium to fix it"" is a bit awkward. A better phrasing might be ""I eventually used 360 WIFI as a workaround"".
minor: style/unnatural flow - ""they did not have any solution to this problem, and let me contact Amazon directly after sales"" sounds slightly unnatural. A better phrasing would be ""they didn't have a solution and just told me to contact Amazon for after-sales support."""
1157,买来之后其他的都没什么问题，就是在软件连接的时候，怎么都连不上，我家是TP的路由器，上网查了之后发现好多人都有这个问题，弄了两个多小时，各种改路由器的设置，最后我用360WIFI作为媒介给弄好的，期间给小米客服打电话，他们对这个问题也没有什么解决方法，直接就让我联系亚马逊进行售后。,"After buying it I had no problem whatsoever with the other problems, it was not connected during the software connection, my house is TP's router, after searching the web I found out that many people have this problem, and after more than two hours, I changed the settings of the router, and finally I used 360 WIFI as a medium to fix it, during which I called the Xiaomi customer service, they did not have any solution to this problem, and let me contact Amazon directly after sales.",terminology,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""TP"" should likely remain as ""TP-Link"" or ""TP-LINK"" to be more specific as a brand name of the router. While ""TP"" might be understood, it's less clear.
minor: WRONG TERM - While ""360 WIFI"" might be understood, it should likely remain as ""360 WiFi"" to be more specific as a brand name . While ""360 WIFI"" might be understood, it's less clear."
1158,另外一点值得注意的就是我在网上看到用户的评论说，这个摄像头支持的存储卡最小是8G，存储容量更小的就不能识别，希望大家注意这点。,"Another point worth noting is that I saw some comments from users online that the minimum memory card supported by this camera is 8G, smaller memory capacity is not recognizable, so I would like everyone's attention to this point.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: none
[Major]: none
[Minor]: none
```"
1158,另外一点值得注意的就是我在网上看到用户的评论说，这个摄像头支持的存储卡最小是8G，存储容量更小的就不能识别，希望大家注意这点。,"Another point worth noting is that I saw some comments from users online that the minimum memory card supported by this camera is 8G, smaller memory capacity is not recognizable, so I would like everyone's attention to this point.",audience_appropriateness,"MQM annotations:
no error"
1158,另外一点值得注意的就是我在网上看到用户的评论说，这个摄像头支持的存储卡最小是8G，存储容量更小的就不能识别，希望大家注意这点。,"Another point worth noting is that I saw some comments from users online that the minimum memory card supported by this camera is 8G, smaller memory capacity is not recognizable, so I would like everyone's attention to this point.",design_and_markup,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
1158,另外一点值得注意的就是我在网上看到用户的评论说，这个摄像头支持的存储卡最小是8G，存储容量更小的就不能识别，希望大家注意这点。,"Another point worth noting is that I saw some comments from users online that the minimum memory card supported by this camera is 8G, smaller memory capacity is not recognizable, so I would like everyone's attention to this point.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""recognizable""."
1158,另外一点值得注意的就是我在网上看到用户的评论说，这个摄像头支持的存储卡最小是8G，存储容量更小的就不能识别，希望大家注意这点。,"Another point worth noting is that I saw some comments from users online that the minimum memory card supported by this camera is 8G, smaller memory capacity is not recognizable, so I would like everyone's attention to this point.",locale_conventions,"locale conventions:

MQM annotations:"
1158,另外一点值得注意的就是我在网上看到用户的评论说，这个摄像头支持的存储卡最小是8G，存储容量更小的就不能识别，希望大家注意这点。,"Another point worth noting is that I saw some comments from users online that the minimum memory card supported by this camera is 8G, smaller memory capacity is not recognizable, so I would like everyone's attention to this point.",style,"```
MQM annotations:
Style Errors:
[Minor]: [Unnatural Flow] - The phrase ""so I would like everyone's attention to this point"" sounds a bit awkward and could be phrased more naturally in English.
```"
1158,另外一点值得注意的就是我在网上看到用户的评论说，这个摄像头支持的存储卡最小是8G，存储容量更小的就不能识别，希望大家注意这点。,"Another point worth noting is that I saw some comments from users online that the minimum memory card supported by this camera is 8G, smaller memory capacity is not recognizable, so I would like everyone's attention to this point.",terminology,"```
MQM annotations:
```"
1159,用起来感觉还可以吧，画面还可以接受，但声音音质很差，机器有一定程度的发热，一直开启的话，感觉这种程度的发热有点让人难以接受。,"It feels okay, the picture is acceptable, but the sound quality is poor, the machine has a certain level of heat and it can be hard to accept if you turn it on and on.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: accuracy/mistranslation - ""turn it on and on"" is an unnatural and inaccurate translation of ""一直开启的话 (yīzhí kāiqǐ de huà)"", which means ""if it is kept on continuously"" or ""if it is always on.""
```"
1159,用起来感觉还可以吧，画面还可以接受，但声音音质很差，机器有一定程度的发热，一直开启的话，感觉这种程度的发热有点让人难以接受。,"It feels okay, the picture is acceptable, but the sound quality is poor, the machine has a certain level of heat and it can be hard to accept if you turn it on and on.",audience_appropriateness,"MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error"
1159,用起来感觉还可以吧，画面还可以接受，但声音音质很差，机器有一定程度的发热，一直开启的话，感觉这种程度的发热有点让人难以接受。,"It feels okay, the picture is acceptable, but the sound quality is poor, the machine has a certain level of heat and it can be hard to accept if you turn it on and on.",design_and_markup,"```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
1159,用起来感觉还可以吧，画面还可以接受，但声音音质很差，机器有一定程度的发热，一直开启的话，感觉这种程度的发热有点让人难以接受。,"It feels okay, the picture is acceptable, but the sound quality is poor, the machine has a certain level of heat and it can be hard to accept if you turn it on and on.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""okay"".
minor: grammar/omission - Missing ""and"" between ""heat"" and ""it"".
minor: grammar/omission - Incomplete conjunction ""on and on""; should be ""on and on and on"" or ""constantly""."
1159,用起来感觉还可以吧，画面还可以接受，但声音音质很差，机器有一定程度的发热，一直开启的话，感觉这种程度的发热有点让人难以接受。,"It feels okay, the picture is acceptable, but the sound quality is poor, the machine has a certain level of heat and it can be hard to accept if you turn it on and on.",locale_conventions,"locale conventions:

MQM annotations:
major: accuracy/mistranslation - ""turn it on and on"" is not an accurate translation of ""一直开启的话"". It should be ""keep it on/running""."
1159,用起来感觉还可以吧，画面还可以接受，但声音音质很差，机器有一定程度的发热，一直开启的话，感觉这种程度的发热有点让人难以接受。,"It feels okay, the picture is acceptable, but the sound quality is poor, the machine has a certain level of heat and it can be hard to accept if you turn it on and on.",style,"MQM annotations:
Style Errors:
[Minor]: [Unnatural Flow] - ""It can be hard to accept if you turn it on and on"" is a literal translation and sounds unnatural. A more natural phrasing would be ""it can be hard to tolerate if it's running continuously"" or something similar."
1159,用起来感觉还可以吧，画面还可以接受，但声音音质很差，机器有一定程度的发热，一直开启的话，感觉这种程度的发热有点让人难以接受。,"It feels okay, the picture is acceptable, but the sound quality is poor, the machine has a certain level of heat and it can be hard to accept if you turn it on and on.",terminology,"```
MQM annotations
Terminology errors:
minor: WRONG TERM - ""heat"" should be ""thermal dissipation"" or ""heat generation"" for better technical accuracy.
```"
1160,综上所述，本产品还有诸多不足，希望大家买的时候要慎重。,"All in all, there are many deficiencies of this product, so please be careful when you buy.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
1160,综上所述，本产品还有诸多不足，希望大家买的时候要慎重。,"All in all, there are many deficiencies of this product, so please be careful when you buy.",audience_appropriateness,"MQM annotations:
minor: style/tone - The phrase ""please be careful"" can come across as slightly dismissive or overly cautious in English, depending on the context. A more neutral phrase like ""please consider your purchase carefully"" or ""please be aware of these shortcomings"" might be more appropriate for a general audience."
1160,综上所述，本产品还有诸多不足，希望大家买的时候要慎重。,"All in all, there are many deficiencies of this product, so please be careful when you buy.",design_and_markup,"```
MQM annotations:
design and markup errors:
no error
```"
1160,综上所述，本产品还有诸多不足，希望大家买的时候要慎重。,"All in all, there are many deficiencies of this product, so please be careful when you buy.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing a comma after ""All in all""."
1160,综上所述，本产品还有诸多不足，希望大家买的时候要慎重。,"All in all, there are many deficiencies of this product, so please be careful when you buy.",locale_conventions,"locale conventions:

MQM annotations:"
1160,综上所述，本产品还有诸多不足，希望大家买的时候要慎重。,"All in all, there are many deficiencies of this product, so please be careful when you buy.",style,"MQM annotations:
minor: style/unnatural flow - The phrase ""All in all"" is a bit too informal and could be replaced with something more neutral like ""In conclusion"" or ""Therefore""."
1160,综上所述，本产品还有诸多不足，希望大家买的时候要慎重。,"All in all, there are many deficiencies of this product, so please be careful when you buy.",terminology,"MQM annotations:
minor: style/awkward - ""All in all"" is slightly awkward and could be more naturally translated. However, this is not a terminology error.
```"
1161,之所以给3星，是因为这个是和人生的初恋买的，交往了快3年，就这样于去年离我而去了，一直到现在。,"The reason I gave 3 stars was that this was bought with the first love of my life, with whom I was in a relationship for almost 3 years, and then she left me last year, until now.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
1161,之所以给3星，是因为这个是和人生的初恋买的，交往了快3年，就这样于去年离我而去了，一直到现在。,"The reason I gave 3 stars was that this was bought with the first love of my life, with whom I was in a relationship for almost 3 years, and then she left me last year, until now.",audience_appropriateness,"MQM annotations:
no-error"
1161,之所以给3星，是因为这个是和人生的初恋买的，交往了快3年，就这样于去年离我而去了，一直到现在。,"The reason I gave 3 stars was that this was bought with the first love of my life, with whom I was in a relationship for almost 3 years, and then she left me last year, until now.",design_and_markup,"```
MQM annotations:
design and markup errors:
no error
```"
1161,之所以给3星，是因为这个是和人生的初恋买的，交往了快3年，就这样于去年离我而去了，一直到现在。,"The reason I gave 3 stars was that this was bought with the first love of my life, with whom I was in a relationship for almost 3 years, and then she left me last year, until now.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""The reason I gave 3 stars""."
1161,之所以给3星，是因为这个是和人生的初恋买的，交往了快3年，就这样于去年离我而去了，一直到现在。,"The reason I gave 3 stars was that this was bought with the first love of my life, with whom I was in a relationship for almost 3 years, and then she left me last year, until now.",locale_conventions,"```
locale conventions:

MQM annotations:
```"
1161,之所以给3星，是因为这个是和人生的初恋买的，交往了快3年，就这样于去年离我而去了，一直到现在。,"The reason I gave 3 stars was that this was bought with the first love of my life, with whom I was in a relationship for almost 3 years, and then she left me last year, until now.",style,"MQM annotations:
minor: style/Unnatural Flow - ""The reason I gave 3 stars was that this was bought with the first love of my life"" sounds slightly unnatural. A more natural phrasing might be ""I gave it 3 stars because I bought it with my first love.""
minor: style/Unnatural Flow - ""left me last year, until now"" sounds slightly redundant. ""left me last year and it's still affecting me"" or something similar could be more natural."
1161,之所以给3星，是因为这个是和人生的初恋买的，交往了快3年，就这样于去年离我而去了，一直到现在。,"The reason I gave 3 stars was that this was bought with the first love of my life, with whom I was in a relationship for almost 3 years, and then she left me last year, until now.",terminology,"```
MQM annotations:
```"
1162,之所以给3星，是因为这个是和人生的初恋买的，现在不知道用到什么程度了，或许扔掉了吧！,"The reason I gave the 3 stars is because it was bought with the first love of my life, and now I don't know how much of it I've used, maybe I'll throw it away!",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
1162,之所以给3星，是因为这个是和人生的初恋买的，现在不知道用到什么程度了，或许扔掉了吧！,"The reason I gave the 3 stars is because it was bought with the first love of my life, and now I don't know how much of it I've used, maybe I'll throw it away!",audience_appropriateness,"MQM annotations:
no error"
1162,之所以给3星，是因为这个是和人生的初恋买的，现在不知道用到什么程度了，或许扔掉了吧！,"The reason I gave the 3 stars is because it was bought with the first love of my life, and now I don't know how much of it I've used, maybe I'll throw it away!",design_and_markup,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
1162,之所以给3星，是因为这个是和人生的初恋买的，现在不知道用到什么程度了，或许扔掉了吧！,"The reason I gave the 3 stars is because it was bought with the first love of my life, and now I don't know how much of it I've used, maybe I'll throw it away!",linguistic_conventions,"```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error - None
[Major]: no-error - None
[Minor]: no-error - None
```"
1162,之所以给3星，是因为这个是和人生的初恋买的，现在不知道用到什么程度了，或许扔掉了吧！,"The reason I gave the 3 stars is because it was bought with the first love of my life, and now I don't know how much of it I've used, maybe I'll throw it away!",locale_conventions,"locale conventions:

MQM annotations:
no error"
1162,之所以给3星，是因为这个是和人生的初恋买的，现在不知道用到什么程度了，或许扔掉了吧！,"The reason I gave the 3 stars is because it was bought with the first love of my life, and now I don't know how much of it I've used, maybe I'll throw it away!",style,"MQM annotations:
minor: style/Unnatural Flow - The phrase ""first love of my life"" sounds slightly awkward in English. While understandable, it's more common to say ""first love."""
1162,之所以给3星，是因为这个是和人生的初恋买的，现在不知道用到什么程度了，或许扔掉了吧！,"The reason I gave the 3 stars is because it was bought with the first love of my life, and now I don't know how much of it I've used, maybe I'll throw it away!",terminology,"```
MQM annotations:
```"
1163,交往了快3年，就这样于去年离我而去了，到现在一想起她，就心痛的想要离开这个世界，人生中第一个女人，带给我一辈子的阴影和心痛，迄今还没能走出来。,"After nearly 3 years in a relationship, she left me last year, and even now, when I think about her, my heart aches to leave this world, the first woman in my life, who brought me a lifetime of shadow and heartbreak, and I have not been able to get out until now.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
1163,交往了快3年，就这样于去年离我而去了，到现在一想起她，就心痛的想要离开这个世界，人生中第一个女人，带给我一辈子的阴影和心痛，迄今还没能走出来。,"After nearly 3 years in a relationship, she left me last year, and even now, when I think about her, my heart aches to leave this world, the first woman in my life, who brought me a lifetime of shadow and heartbreak, and I have not been able to get out until now.",audience_appropriateness,"MQM annotations:
major: no-error
minor: no-error
critical: no-error"
1163,交往了快3年，就这样于去年离我而去了，到现在一想起她，就心痛的想要离开这个世界，人生中第一个女人，带给我一辈子的阴影和心痛，迄今还没能走出来。,"After nearly 3 years in a relationship, she left me last year, and even now, when I think about her, my heart aches to leave this world, the first woman in my life, who brought me a lifetime of shadow and heartbreak, and I have not been able to get out until now.",design_and_markup,"```
MQM annotations:
design and markup errors:
no error
```"
1163,交往了快3年，就这样于去年离我而去了，到现在一想起她，就心痛的想要离开这个世界，人生中第一个女人，带给我一辈子的阴影和心痛，迄今还没能走出来。,"After nearly 3 years in a relationship, she left me last year, and even now, when I think about her, my heart aches to leave this world, the first woman in my life, who brought me a lifetime of shadow and heartbreak, and I have not been able to get out until now.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""last year"".
minor: punctuation/omission - Missing comma after ""life""."
1163,交往了快3年，就这样于去年离我而去了，到现在一想起她，就心痛的想要离开这个世界，人生中第一个女人，带给我一辈子的阴影和心痛，迄今还没能走出来。,"After nearly 3 years in a relationship, she left me last year, and even now, when I think about her, my heart aches to leave this world, the first woman in my life, who brought me a lifetime of shadow and heartbreak, and I have not been able to get out until now.",locale_conventions,"locale conventions:

MQM annotations:"
1163,交往了快3年，就这样于去年离我而去了，到现在一想起她，就心痛的想要离开这个世界，人生中第一个女人，带给我一辈子的阴影和心痛，迄今还没能走出来。,"After nearly 3 years in a relationship, she left me last year, and even now, when I think about her, my heart aches to leave this world, the first woman in my life, who brought me a lifetime of shadow and heartbreak, and I have not been able to get out until now.",style,"MQM annotations:
minor: style/unnatural flow - ""and even now, when I think about her, my heart aches to leave this world"" sounds slightly unnatural. A more natural phrasing could be ""and even now, thinking of her makes my heart ache so much that I wish I could disappear"".
minor: style/unnatural flow - ""who brought me a lifetime of shadow and heartbreak, and I have not been able to get out until now"" is a bit clunky. Could be smoother, like ""who left me with a lifetime of heartache and I still haven't recovered""."
1163,交往了快3年，就这样于去年离我而去了，到现在一想起她，就心痛的想要离开这个世界，人生中第一个女人，带给我一辈子的阴影和心痛，迄今还没能走出来。,"After nearly 3 years in a relationship, she left me last year, and even now, when I think about her, my heart aches to leave this world, the first woman in my life, who brought me a lifetime of shadow and heartbreak, and I have not been able to get out until now.",terminology,"```
MQM annotations:
```"
1164,买这个手机的时候，想想两个当时感觉，还是能一起同甘共苦，但现在却是不堪回首，人生或许就是这样吧，有些人一辈子都不想遇到，有些事儿一辈子都不想知道，可是有什么办法呢？,"When I bought this phone, I thought of how it felt then, that you can still share the pain of the same time, but now it's unbearable, and perhaps that's the way life is, some people don't want to meet for the rest of their lives, and some things they don't want to know for the rest of their lives, but what is the solution?",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""you can still share the pain of the same time"" for “还是能一起同甘共苦”. ""同甘共苦"" means to share both joys and sorrows, not just pain. The translation misses the positive aspect of the phrase.
[Minor]: no-error
```"
1164,买这个手机的时候，想想两个当时感觉，还是能一起同甘共苦，但现在却是不堪回首，人生或许就是这样吧，有些人一辈子都不想遇到，有些事儿一辈子都不想知道，可是有什么办法呢？,"When I bought this phone, I thought of how it felt then, that you can still share the pain of the same time, but now it's unbearable, and perhaps that's the way life is, some people don't want to meet for the rest of their lives, and some things they don't want to know for the rest of their lives, but what is the solution?",audience_appropriateness,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
1164,买这个手机的时候，想想两个当时感觉，还是能一起同甘共苦，但现在却是不堪回首，人生或许就是这样吧，有些人一辈子都不想遇到，有些事儿一辈子都不想知道，可是有什么办法呢？,"When I bought this phone, I thought of how it felt then, that you can still share the pain of the same time, but now it's unbearable, and perhaps that's the way life is, some people don't want to meet for the rest of their lives, and some things they don't want to know for the rest of their lives, but what is the solution?",design_and_markup,"MQM annotations:
design and markup errors:
no error"
1164,买这个手机的时候，想想两个当时感觉，还是能一起同甘共苦，但现在却是不堪回首，人生或许就是这样吧，有些人一辈子都不想遇到，有些事儿一辈子都不想知道，可是有什么办法呢？,"When I bought this phone, I thought of how it felt then, that you can still share the pain of the same time, but now it's unbearable, and perhaps that's the way life is, some people don't want to meet for the rest of their lives, and some things they don't want to know for the rest of their lives, but what is the solution?",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""then"".
minor: grammar/word_choice - ""share the pain of the same time"" should be rephrased for better clarity. A better phrasing would be ""share joys and sorrows""
minor: punctuation/omission - Missing comma after ""unbearable"".
minor: punctuation/omission - Missing comma after ""lives""."
1164,买这个手机的时候，想想两个当时感觉，还是能一起同甘共苦，但现在却是不堪回首，人生或许就是这样吧，有些人一辈子都不想遇到，有些事儿一辈子都不想知道，可是有什么办法呢？,"When I bought this phone, I thought of how it felt then, that you can still share the pain of the same time, but now it's unbearable, and perhaps that's the way life is, some people don't want to meet for the rest of their lives, and some things they don't want to know for the rest of their lives, but what is the solution?",locale_conventions,"locale conventions:

MQM annotations:"
1164,买这个手机的时候，想想两个当时感觉，还是能一起同甘共苦，但现在却是不堪回首，人生或许就是这样吧，有些人一辈子都不想遇到，有些事儿一辈子都不想知道，可是有什么办法呢？,"When I bought this phone, I thought of how it felt then, that you can still share the pain of the same time, but now it's unbearable, and perhaps that's the way life is, some people don't want to meet for the rest of their lives, and some things they don't want to know for the rest of their lives, but what is the solution?",style,"```
MQM annotations:
minor: style/unnatural flow - ""share the pain of the same time"" sounds awkward and could be expressed more naturally.
minor: style/unnatural flow - ""what is the solution?"" is a correct translation but sounds a bit abrupt. A more natural phrasing might be ""what can one do?"" or ""what else can you do?""
```"
